query_id,rank,recommended_place_name,recommended_district,recommended_place_type,baseline_score,raw_rank,district_bonus,place_type_bonus,time_bonus,context_bonus,target_bonus,rank_bonus,final_variant_score,score
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,2,동대문종합시장,종로구,market,0.5837,30,1.0,0.35,0.7,0.12,0.0,0.408163,1.4127,1.4127
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,3,낙산근린공원,종로구,park,0.6697,2,1.0,0.0,0.4,0.0,0.0,0.979592,1.3697,1.3697
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,4,북악산도시자연공원,종로구,park,0.6574,3,1.0,0.0,0.4,0.0,0.0,0.959184,1.3574,1.3574
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,5,인왕산도시자연공원,종로구,park,0.626,4,1.0,0.0,0.4,0.0,0.0,0.938776,1.326,1.326
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,6,세종로공원,종로구,park,0.6186,5,1.0,0.0,0.4,0.0,0.0,0.918367,1.3186,1.3186
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,7,경희궁,종로구,park,0.6141,6,1.0,0.0,0.4,0.0,0.0,0.897959,1.3141,1.3141
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,8,광화문광장 감사의정원,종로구,park,0.5974,11,1.0,0.0,0.4,0.08,0.0,0.795918,1.3134,1.3134
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,9,대학로 마로니에공원,종로구,park,0.5974,12,1.0,0.0,0.4,0.08,0.0,0.77551,1.3134,1.3134
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,10,서울배달라이더 현장,종로구,subway,0.5974,13,1.0,0.0,0.3,0.08,0.0,0.755102,1.3134,1.3134
OH_20260501_1550_성동구_서울숲_OH_0019,1,서울숲,성동구,park,0.6805,6,1.0,1.0,0.7,0.35,0.7,0.897959,1.7505,1.7505
OH_20260501_1550_성동구_서울숲_OH_0019,2,응봉공원 (대현산배수지공원),성동구,park,0.637,7,1.0,1.0,0.7,0.53,0.7,0.877551,1.743,1.743
OH_20260501_1550_성동구_서울숲_OH_0019,3,금호근린공원,성동구,park,0.6352,8,1.0,1.0,0.7,0.53,0.7,0.857143,1.7412,1.7412
OH_20260501_1550_성동구_서울숲_OH_0019,4,성수근린공원,성동구,park,0.6055,9,1.0,1.0,0.7,0.53,0.7,0.836735,1.7115,1.7115
OH_20260501_1550_성동구_서울숲_OH_0019,5,달맞이근린공원,성동구,park,0.6016,10,1.0,1.0,0.7,0.53,0.7,0.816327,1.7076,1.7076
OH_20260501_1550_성동구_서울숲_OH_0019,6,서울숲 야외무대,성동구,park,0.6015,11,1.0,1.0,0.7,0.43,0.7,0.795918,1.6875,1.6875
OH_20260501_1550_성동구_서울숲_OH_0019,7,응봉산 팔각정,성동구,park,0.6015,12,1.0,1.0,0.7,0.43,0.7,0.77551,1.6875,1.6875
OH_20260501_1550_성동구_서울숲_OH_0019,8,봉은공원,강남구,park,0.7451,1,0.45,1.0,0.7,0.53,0.7,1.0,1.4661,1.4661
OH_20260501_1550_성동구_서울숲_OH_0019,9,남산공원,중구,park,0.7185,5,0.45,1.0,0.7,0.53,0.7,0.918367,1.4395,1.4395
OH_20260501_1550_성동구_서울숲_OH_0019,10,도산근린공원,강남구,park,0.5922,20,0.45,1.0,0.7,0.53,0.7,0.612245,1.3132,1.3132
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,1,서울숲,성동구,park,0.6805,6,1.0,1.0,0.7,0.35,0.7,0.897959,1.7505,1.7505
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,2,응봉공원 (대현산배수지공원),성동구,park,0.637,7,1.0,1.0,0.7,0.53,0.7,0.877551,1.743,1.743
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,3,금호근린공원,성동구,park,0.6352,8,1.0,1.0,0.7,0.53,0.7,0.857143,1.7412,1.7412
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,4,성수근린공원,성동구,park,0.6055,9,1.0,1.0,0.7,0.53,0.7,0.836735,1.7115,1.7115
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,5,달맞이근린공원,성동구,park,0.6016,10,1.0,1.0,0.7,0.53,0.7,0.816327,1.7076,1.7076
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,6,서울숲 야외무대,성동구,park,0.6015,11,1.0,1.0,0.7,0.43,0.7,0.795918,1.6875,1.6875
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,7,응봉산 팔각정,성동구,park,0.6015,12,1.0,1.0,0.7,0.43,0.7,0.77551,1.6875,1.6875
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,8,봉은공원,강남구,park,0.7451,1,0.45,1.0,0.7,0.53,0.7,1.0,1.4661,1.4661
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,9,남산공원,중구,park,0.7185,5,0.45,1.0,0.7,0.53,0.7,0.918367,1.4395,1.4395
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,10,도산근린공원,강남구,park,0.5922,20,0.45,1.0,0.7,0.53,0.7,0.612245,1.3132,1.3132
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,1,월드컵공원,마포구,park,0.7248,2,1.0,1.0,0.15,0.35,0.7,0.979592,1.7948,1.7948
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,2,문화비축기지,마포구,park,0.6163,7,1.0,1.0,0.15,0.35,0.7,0.877551,1.6863,1.6863
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,3,와우근린공원,마포구,park,0.6129,8,1.0,1.0,0.15,0.35,0.7,0.857143,1.6829,1.6829
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,4,상암근린공원,마포구,park,0.6077,9,1.0,1.0,0.15,0.35,0.7,0.836735,1.6777,1.6777
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,5,마포구 월드컵로 251,마포구,park,0.5649,11,1.0,1.0,0.15,0.43,0.7,0.795918,1.6509,1.6509
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,6,상암동 월드컵공원,마포구,park,0.5649,12,1.0,1.0,0.15,0.43,0.7,0.77551,1.6509,1.6509
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,7,서울월드컵경기장,마포구,park,0.5649,13,1.0,1.0,0.15,0.43,0.7,0.755102,1.6509,1.6509
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,8,외국인묘지공원,마포구,park,0.565,10,1.0,1.0,0.15,0.35,0.7,0.816327,1.635,1.635
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,9,백련근린공원,서대문구,park,0.7077,4,0.45,1.0,0.15,0.35,0.7,0.938776,1.3927,1.3927
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,10,안산도시자연공원,서대문구,park,0.6971,6,0.45,1.0,0.15,0.35,0.7,0.897959,1.3821,1.3821
OH_20260502_0930_성북구_상경청년자취방_OH_0022,1,시립성북노인종합복지관,성북구,senior_friendly,0.7477,1,1.0,0.0,0.2,0.0,0.0,1.0,1.4477,1.4477
OH_20260502_0930_성북구_상경청년자취방_OH_0022,2,청량공원,성북구,park,0.6438,2,1.0,0.0,0.15,0.0,0.0,0.979592,1.3438,1.3438
OH_20260502_0930_성북구_상경청년자취방_OH_0022,3,개운산근린공원,성북구,park,0.6322,3,1.0,0.0,0.15,0.0,0.0,0.959184,1.3322,1.3322
OH_20260502_0930_성북구_상경청년자취방_OH_0022,4,성북근린공원,성북구,park,0.6182,4,1.0,0.0,0.15,0.0,0.0,0.938776,1.3182,1.3182
OH_20260502_0930_성북구_상경청년자취방_OH_0022,5,상경청년 자취방,성북구,market,0.4234,15,1.0,0.35,0.35,0.2,0.0,0.714286,1.2684,1.2684
OH_20260502_0930_성북구_상경청년자취방_OH_0022,6,월곡달빛오거리골목형상점가,성북구,market,0.4287,5,1.0,0.35,0.35,0.12,0.0,0.918367,1.2577,1.2577
OH_20260502_0930_성북구_상경청년자취방_OH_0022,7,석계음식문화거리,성북구,market,0.4284,6,1.0,0.35,0.35,0.12,0.0,0.897959,1.2574,1.2574
OH_20260502_0930_성북구_상경청년자취방_OH_0022,8,종암북바위길골목형상점가,성북구,market,0.4276,7,1.0,0.35,0.35,0.12,0.0,0.877551,1.2566,1.2566
OH_20260502_0930_성북구_상경청년자취방_OH_0022,9,돈암시장,성북구,market,0.4266,8,1.0,0.35,0.35,0.12,0.0,0.857143,1.2556,1.2556
OH_20260502_0930_성북구_상경청년자취방_OH_0022,10,정릉시장,성북구,market,0.4258,9,1.0,0.35,0.35,0.12,0.0,0.836735,1.2548,1.2548
OH_20260503_0830_용산구_효창운동장_OH_0027,1,효창운동장,용산구,park,0.4222,15,1.0,1.0,0.15,0.43,0.0,0.714286,1.5082,1.5082
OH_20260503_0830_용산구_효창운동장_OH_0027,2,용산용문시장,용산구,market,0.4279,9,1.0,1.0,0.35,0.35,0.75,0.836735,1.4979,1.4979
OH_20260503_0830_용산구_효창운동장_OH_0027,3,이촌종합시장,용산구,market,0.4223,10,1.0,1.0,0.35,0.35,0.75,0.816327,1.4923,1.4923
OH_20260503_0830_용산구_효창운동장_OH_0027,4,남대문시장,중구,market,0.6592,1,0.45,1.0,0.35,0.35,0.75,1.0,1.3442,1.3442
OH_20260503_0830_용산구_효창운동장_OH_0027,5,평화시장,중구,market,0.5064,7,0.45,1.0,0.35,0.35,0.75,0.877551,1.1914,1.1914
OH_20260503_0830_용산구_효창운동장_OH_0027,6,동대문종합시장,종로구,market,0.5837,2,0.25,1.0,0.35,0.35,0.75,0.979592,1.1287,1.1287
OH_20260503_0830_용산구_효창운동장_OH_0027,7,사당1동먹자골목상점가,동작구,market,0.422,17,0.45,1.0,0.35,0.35,0.75,0.673469,1.107,1.107
OH_20260503_0830_용산구_효창운동장_OH_0027,8,노량진 만나로 골목형상점가,동작구,market,0.4215,25,0.45,1.0,0.35,0.35,0.75,0.510204,1.1065,1.1065
OH_20260503_0830_용산구_효창운동장_OH_0027,9,뚝도시장,성동구,market,0.4212,35,0.45,1.0,0.35,0.35,0.75,0.306122,1.1062,1.1062
OH_20260503_0830_용산구_효창운동장_OH_0027,10,망원동월드컵시장,마포구,market,0.4212,36,0.45,1.0,0.35,0.35,0.75,0.285714,1.1062,1.1062
OH_20260504_1400_구로구_온수역_OH_0034,1,구로디지털단지,구로구,subway,0.6961,2,1.0,1.0,0.25,0.35,0.7,0.979592,1.7661,1.7661
OH_20260504_1400_구로구_온수역_OH_0034,2,신도림,구로구,subway,0.6595,3,1.0,1.0,0.25,0.35,0.7,0.959184,1.7295,1.7295
OH_20260504_1400_구로구_온수역_OH_0034,3,온수역,구로구,subway,0.4791,14,1.0,1.0,0.25,0.43,0.7,0.734694,1.5651,1.5651
OH_20260504_1400_구로구_온수역_OH_0034,4,구로노인종합복지관,구로구,senior_friendly,0.7583,1,1.0,0.0,0.55,0.0,0.0,1.0,1.4583,1.4583
OH_20260504_1400_구로구_온수역_OH_0034,5,온수도시자연공원,구로구,park,0.6365,4,1.0,0.0,0.7,0.0,0.0,0.938776,1.3365,1.3365
OH_20260504_1400_구로구_온수역_OH_0034,6,고척근린공원,구로구,park,0.6349,5,1.0,0.0,0.7,0.0,0.0,0.918367,1.3349,1.3349
OH_20260504_1400_구로구_온수역_OH_0034,7,개웅산근린공원,구로구,park,0.6241,6,1.0,0.0,0.7,0.0,0.0,0.897959,1.3241,1.3241
OH_20260504_1400_구로구_온수역_OH_0034,8,고척1동 이동약자 현장,구로구,market,0.4791,12,1.0,0.35,0.8,0.2,0.0,0.77551,1.3241,1.3241
OH_20260504_1400_구로구_온수역_OH_0034,9,오류버들시장 골목형상점가,구로구,market,0.4915,8,1.0,0.35,0.8,0.12,0.0,0.857143,1.3205,1.3205
OH_20260504_1400_구로구_온수역_OH_0034,10,푸른수목원,구로구,park,0.6164,7,1.0,0.0,0.7,0.0,0.0,0.877551,1.3164,1.3164
OH_20260505_1330_중구_서울광장_OH_0038,1,남산공원,중구,park,0.7185,5,1.0,1.0,0.65,0.53,0.7,0.918367,1.8245,1.8245
OH_20260505_1330_중구_서울광장_OH_0038,2,훈련원근린공원,중구,park,0.6359,7,1.0,1.0,0.65,0.53,0.7,0.877551,1.7419,1.7419
OH_20260505_1330_중구_서울광장_OH_0038,3,손기정체육공원,중구,park,0.6178,8,1.0,1.0,0.65,0.53,0.7,0.857143,1.7238,1.7238
OH_20260505_1330_중구_서울광장_OH_0038,4,순화문화공원,중구,park,0.4624,9,1.0,1.0,0.65,0.53,0.7,0.836735,1.5684,1.5684
OH_20260505_1330_중구_서울광장_OH_0038,5,서소문역사공원,중구,park,0.4624,10,1.0,1.0,0.65,0.53,0.7,0.816327,1.5684,1.5684
OH_20260505_1330_중구_서울광장_OH_0038,6,서울광장,중구,park,0.4623,11,1.0,1.0,0.65,0.43,0.7,0.795918,1.5483,1.5483
OH_20260505_1330_중구_서울광장_OH_0038,7,백련근린공원,서대문구,park,0.7275,4,0.45,1.0,0.65,0.53,0.7,0.938776,1.4485,1.4485
OH_20260505_1330_중구_서울광장_OH_0038,8,안산도시자연공원,서대문구,park,0.7158,6,0.45,1.0,0.65,0.53,0.7,0.897959,1.4368,1.4368
OH_20260505_1330_중구_서울광장_OH_0038,9,봉은공원,강남구,park,0.7451,1,0.0,1.0,0.65,0.53,0.7,1.0,1.1511,1.1511
OH_20260505_1330_중구_서울광장_OH_0038,10,월드컵공원,마포구,park,0.7425,2,0.0,1.0,0.65,0.53,0.7,0.979592,1.1485,1.1485
OH_20260505_1430_중구_ddp_OH_0039,1,서울역,중구,subway,0.9642,1,1.0,0.2,0.25,0.12,0.7,1.0,1.7482,1.7482
OH_20260505_1430_중구_ddp_OH_0039,2,남대문시장,중구,market,0.7056,4,1.0,0.35,0.8,0.12,0.75,0.938776,1.5346,1.5346
OH_20260505_1430_중구_ddp_OH_0039,3,약수노인복지관,중구,senior_friendly,0.7822,2,1.0,0.0,0.55,0.0,0.25,0.979592,1.4822,1.4822
OH_20260505_1430_중구_ddp_OH_0039,4,을지로입구,중구,subway,0.6806,5,1.0,0.2,0.25,0.12,0.7,0.918367,1.4646,1.4646
OH_20260505_1430_중구_ddp_OH_0039,5,남산공원,중구,park,0.7185,3,1.0,0.0,0.7,0.0,0.7,0.959184,1.4185,1.4185
OH_20260505_1430_중구_ddp_OH_0039,6,평화시장,중구,market,0.5528,9,1.0,0.35,0.8,0.12,0.75,0.836735,1.3818,1.3818
OH_20260505_1430_중구_ddp_OH_0039,7,DDP,중구,market,0.5221,11,1.0,0.35,0.8,0.2,0.75,0.795918,1.3671,1.3671
OH_20260505_1430_중구_ddp_OH_0039,8,명동,중구,subway,0.5738,8,1.0,0.2,0.25,0.12,0.7,0.857143,1.3578,1.3578
OH_20260505_1430_중구_ddp_OH_0039,9,삼익패션타운,중구,market,0.5222,10,1.0,0.35,0.8,0.12,0.75,0.816327,1.3512,1.3512
OH_20260505_1430_중구_ddp_OH_0039,10,동평화시장,중구,market,0.5126,16,1.0,0.35,0.8,0.12,0.75,0.693878,1.3416,1.3416
OH_20260505_1540_서초구_예술의전당_OH_0040,1,문화예술공원,서초구,park,0.6545,6,1.0,1.0,0.7,0.53,0.7,0.897959,1.7605,1.7605
OH_20260505_1540_서초구_예술의전당_OH_0040,2,청계산도시자연공원,서초구,park,0.65,7,1.0,1.0,0.7,0.53,0.7,0.877551,1.756,1.756
OH_20260505_1540_서초구_예술의전당_OH_0040,3,우면산도시자연공원,서초구,park,0.6495,8,1.0,1.0,0.7,0.53,0.7,0.857143,1.7555,1.7555
OH_20260505_1540_서초구_예술의전당_OH_0040,4,인능산도시자연공원,서초구,park,0.6437,9,1.0,1.0,0.7,0.53,0.7,0.836735,1.7497,1.7497
OH_20260505_1540_서초구_예술의전당_OH_0040,5,구룡산도시자연공원,서초구,park,0.6435,10,1.0,1.0,0.7,0.53,0.7,0.816327,1.7495,1.7495
OH_20260505_1540_서초구_예술의전당_OH_0040,6,매헌시민의숲,서초구,park,0.6618,5,1.0,1.0,0.7,0.35,0.7,0.918367,1.7318,1.7318
OH_20260505_1540_서초구_예술의전당_OH_0040,7,예술의전당,서초구,park,0.6434,11,1.0,1.0,0.7,0.43,0.7,0.795918,1.7294,1.7294
OH_20260505_1540_서초구_예술의전당_OH_0040,8,잠수교,서초구,park,0.6434,12,1.0,1.0,0.7,0.43,0.7,0.77551,1.7294,1.7294
OH_20260505_1540_서초구_예술의전당_OH_0040,9,잠수대교 남단,서초구,park,0.6434,13,1.0,1.0,0.7,0.43,0.7,0.755102,1.7294,1.7294
OH_20260505_1540_서초구_예술의전당_OH_0040,10,봉은공원,강남구,park,0.7451,1,0.45,1.0,0.7,0.53,0.7,1.0,1.4661,1.4661
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,1,마장축산물시장,성동구,market,0.4644,5,1.0,1.0,0.5,0.35,0.75,0.918367,1.5344,1.5344
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,2,마장동축산물시장,성동구,market,0.4211,16,1.0,1.0,0.5,0.43,0.75,0.693878,1.5071,1.5071
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,3,성수동 골목상권,성동구,market,0.4211,18,1.0,1.0,0.5,0.43,0.75,0.653061,1.5071,1.5071
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,4,성수동 카페거리,성동구,market,0.4211,19,1.0,1.0,0.5,0.43,0.75,0.632653,1.5071,1.5071
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,5,성수역,성동구,market,0.4211,20,1.0,1.0,0.5,0.43,0.75,0.612245,1.5071,1.5071
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,6,성수역 3번출구 앞,성동구,market,0.4211,21,1.0,1.0,0.5,0.43,0.75,0.591837,1.5071,1.5071
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,7,쌍리단길·생문시장,성동구,market,0.4211,22,1.0,1.0,0.5,0.43,0.75,0.571429,1.5071,1.5071
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,8,아지오 성수점,성동구,market,0.4211,23,1.0,1.0,0.5,0.43,0.75,0.55102,1.5071,1.5071
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,9,성동용답상가시장,성동구,market,0.4344,6,1.0,1.0,0.5,0.35,0.75,0.897959,1.5044,1.5044
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,10,송정벚꽃골목형상점가,성동구,market,0.4303,7,1.0,1.0,0.5,0.35,0.75,0.877551,1.5003,1.5003
OH_20260506_1030_중구_장충체육관_OH_0042,1,서울장애인종합복지관,중구,senior_friendly,0.9437,11,1.0,1.0,0.8,0.43,1.0,0.795918,2.0297,2.0297
OH_20260506_1030_중구_장충체육관_OH_0042,2,약수노인복지관,중구,senior_friendly,0.9438,9,1.0,1.0,0.8,0.35,1.0,0.836735,2.0138,2.0138
OH_20260506_1030_중구_장충체육관_OH_0042,3,장충체육관,중구,park,0.9437,12,1.0,0.2,0.4,0.2,0.0,0.77551,1.7437,1.7437
OH_20260506_1030_중구_장충체육관_OH_0042,4,성수1가2동노인복지관 대현분소,성동구,senior_friendly,0.9585,1,0.45,1.0,0.8,0.35,1.0,1.0,1.6435,1.6435
OH_20260506_1030_중구_장충체육관_OH_0042,5,북가좌노인복지관,서대문구,senior_friendly,0.9454,7,0.45,1.0,0.8,0.35,1.0,0.877551,1.6304,1.6304
OH_20260506_1030_중구_장충체육관_OH_0042,6,청파노인복지관,용산구,senior_friendly,0.9438,8,0.45,1.0,0.8,0.35,1.0,0.857143,1.6288,1.6288
OH_20260506_1030_중구_장충체육관_OH_0042,7,종로노인종합복지관,종로구,senior_friendly,0.9198,27,0.45,1.0,0.8,0.35,1.0,0.469388,1.6048,1.6048
OH_20260506_1030_중구_장충체육관_OH_0042,8,강남구립 도곡1노인복지관,강남구,senior_friendly,0.9536,2,0.0,1.0,0.8,0.35,1.0,0.979592,1.3236,1.3236
OH_20260506_1030_중구_장충체육관_OH_0042,9,강동구립 해공노인복지관,강동구,senior_friendly,0.952,3,0.0,1.0,0.8,0.35,1.0,0.959184,1.322,1.322
OH_20260506_1030_중구_장충체육관_OH_0042,10,구립 자양노인복지관,광진구,senior_friendly,0.9487,4,0.0,1.0,0.8,0.35,1.0,0.938776,1.3187,1.3187
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,1,대림1구역 재개발 현장,영등포구,subway,0.4078,11,1.0,1.0,0.3,0.95,0.7,0.795918,1.5978,1.5978
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,2,영등포 재개발·재건축 현장,영등포구,subway,0.4078,14,1.0,1.0,0.3,0.79,0.7,0.734694,1.5658,1.5658
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,3,영등포,영등포구,subway,0.4735,8,1.0,1.0,0.3,0.35,0.7,0.857143,1.5435,1.5435
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,4,당산,영등포구,subway,0.4319,9,1.0,1.0,0.3,0.35,0.7,0.836735,1.5019,1.5019
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,5,신림,관악구,subway,0.9468,1,0.25,1.0,0.3,0.35,0.7,1.0,1.4918,1.4918
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,6,영등포구청,영등포구,subway,0.4079,10,1.0,1.0,0.3,0.35,0.7,0.816327,1.4779,1.4779
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,7,구로디지털단지,구로구,subway,0.776,4,0.45,1.0,0.3,0.35,0.7,0.938776,1.461,1.461
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,8,신도림,구로구,subway,0.7139,6,0.45,1.0,0.3,0.35,0.7,0.897959,1.3989,1.3989
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,9,서울대입구(관악구청),관악구,subway,0.7382,5,0.25,1.0,0.3,0.35,0.7,0.918367,1.2832,1.2832
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,10,서울 청년취업사관학교,영등포구,market,0.4078,12,1.0,0.35,0.7,0.2,0.75,0.77551,1.2528,1.2528
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,1,잠실(송파구청),송파구,subway,0.9611,2,0.45,1.0,0.25,0.35,0.0,0.979592,1.6461,1.6461
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,2,구의2동 주택재개발 후보지,광진구,subway,0.4792,11,1.0,1.0,0.25,0.79,0.0,0.795918,1.6372,1.6372
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,3,재개발·재건축 현장,광진구,subway,0.4792,12,1.0,1.0,0.25,0.79,0.0,0.77551,1.6372,1.6372
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,4,건대입구,광진구,subway,0.5488,9,1.0,1.0,0.25,0.35,0.0,0.836735,1.6188,1.6188
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,5,강남,강남구,subway,0.9318,3,0.45,1.0,0.25,0.35,0.0,0.959184,1.6168,1.6168
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,6,구의(광진구청),광진구,subway,0.4793,10,1.0,1.0,0.25,0.35,0.0,0.816327,1.5493,1.5493
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,7,삼성(무역센터),강남구,subway,0.7312,6,0.45,1.0,0.25,0.35,0.0,0.897959,1.4162,1.4162
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,8,성수,성동구,subway,0.7287,7,0.45,1.0,0.25,0.35,0.0,0.877551,1.4137,1.4137
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,9,선릉,강남구,subway,0.7238,8,0.45,1.0,0.25,0.35,0.0,0.857143,1.4088,1.4088
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,10,서울역,중구,subway,0.9642,1,0.0,1.0,0.25,0.35,0.0,1.0,1.3342,1.3342
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,1,서울장애인종합복지관,중구,senior_friendly,0.9437,11,1.0,1.0,0.8,0.43,1.0,0.795918,2.0297,2.0297
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,2,약수노인복지관,중구,senior_friendly,0.9438,9,1.0,1.0,0.8,0.35,1.0,0.836735,2.0138,2.0138
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,3,장충체육관,중구,park,0.9437,12,1.0,0.2,0.4,0.2,0.0,0.77551,1.7437,1.7437
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,4,성수1가2동노인복지관 대현분소,성동구,senior_friendly,0.9585,1,0.45,1.0,0.8,0.35,1.0,1.0,1.6435,1.6435
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,5,북가좌노인복지관,서대문구,senior_friendly,0.9454,7,0.45,1.0,0.8,0.35,1.0,0.877551,1.6304,1.6304
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,6,청파노인복지관,용산구,senior_friendly,0.9438,8,0.45,1.0,0.8,0.35,1.0,0.857143,1.6288,1.6288
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,7,종로노인종합복지관,종로구,senior_friendly,0.9198,27,0.45,1.0,0.8,0.35,1.0,0.469388,1.6048,1.6048
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,8,강남구립 도곡1노인복지관,강남구,senior_friendly,0.9536,2,0.0,1.0,0.8,0.35,1.0,0.979592,1.3236,1.3236
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,9,강동구립 해공노인복지관,강동구,senior_friendly,0.952,3,0.0,1.0,0.8,0.35,1.0,0.959184,1.322,1.322
