query_id,evaluation_context,gold_id,date,day_of_week,time,district,place_name,address,place_type,campaign_activity_type,target_voter_group,context_tags,gold_label_0_3,source_image,relevance,is_strong_positive,normalized_place_key
2026-03-26_16:00_관악구,2026-03-26 16:00 관악구에서 유세 장소를 추천,GWON_037,2026-03-26,목,16:00,관악구,도림천,서울특별시 관악구 남부순환로 1588,공원,방문인사,지역주민;가족단위;일반시민,공원;방문인사;오후;관악구,3,정원오20260326.jpg,3,True,도림천
2026-03-26_16:15_관악구,2026-03-26 16:15 관악구에서 유세 장소를 추천,GWON_038,2026-03-26,목,16:15,관악구,신원시장,서울특별시 관악구 신원로 21,전통시장,지역상권방문,상인;지역주민;생활권 유권자,전통시장;지역상권방문;오후;관악구;지역상권;생활밀착,3,정원오20260326.jpg,3,True,신원시장
2026-03-28_12:50_성동구,2026-03-28 12:50 성동구에서 유세 장소를 추천,GWON_041,2026-03-28,토,12:50,성동구,응봉산 팔각정,응봉산 팔각정,공원,방문인사,지역주민;가족단위;일반시민,공원;방문인사;오후;성동구,3,정원오20260328.jpg,3,True,응봉산팔각정
2026-03-30_11:00_동작구,2026-03-30 11:00 동작구에서 유세 장소를 추천,GWON_045,2026-03-30,월,11:00,동작구,노량진수산시장,서울특별시 동작구 노들로2길 3,전통시장,지역상권방문,상인;지역주민;생활권 유권자,전통시장;지역상권방문;오전;동작구;지역상권;생활밀착,3,정원오20260330.jpg,3,True,노량진수산시장
2026-03-31_11:30_동대문구,2026-03-31 11:30 동대문구에서 유세 장소를 추천,GWON_046,2026-03-31,화,11:30,동대문구,장안동 벚꽃길,장안벚꽃길북카페 - 동대문구 장안벚꽃로 132,공원,거리인사,지역주민;가족단위;일반시민,공원;거리인사;오전;동대문구,3,정원오20260331.jpg,3,True,장안동벚꽃길
2026-04-02_16:00_양천구,2026-04-02 16:00 양천구에서 유세 장소를 추천,GWON_048,2026-04-02,목,16:00,양천구,파리공원,서울특별시 양천구 목동동로 363,공원,방문인사,지역주민;가족단위;일반시민,공원;방문인사;오후;양천구,3,정원오20260402.jpg,3,True,파리공원
2026-04-04_10:00_노원구,2026-04-04 10:00 노원구에서 유세 장소를 추천,GWON_052,2026-04-04,토,10:00,노원구,마들스포츠타운,마들스포츠타운,체육시설,체육행사,생활체육 참여자;지역주민;일반시민,체육시설;체육행사;오전;노원구,3,정원오20260404.jpg,3,True,마들스포츠타운
2026-04-05_17:40_양천구,2026-04-05 17:40 양천구에서 유세 장소를 추천,GWON_054,2026-04-05,일,17:40,양천구,양재천 수변무대 일대,양재천 수변무대 일대,공원,방문인사,지역주민;가족단위;일반시민,공원;방문인사;저녁;양천구,3,정원오20260405.jpg,3,True,양재천수변무대일대
2026-04-06_16:30_강북구,2026-04-06 16:30 강북구에서 유세 장소를 추천,GWON2_003,2026-04-06,월,16:30,강북구,수유시장,서울특별시 강북구 도봉로67길 34,전통시장,방문인사,"상인,지역주민","전통시장,지역상권,방문인사,오후",3,정원오20260406.jpg,3,True,수유시장
2026-04-06_18:00_성북구,2026-04-06 18:00 성북구에서 유세 장소를 추천,GWON2_004,2026-04-06,월,18:00,성북구,성북천 상점가,서울특별시 성북구 동소문로 2,골목상권,지역상권방문,"상인,지역주민,직장인","골목상권,상점가,퇴근시간,지역상권",3,정원오20260406.jpg,3,True,성북천상점가
2026-04-07_15:40_동작구,2026-04-07 15:40 동작구에서 유세 장소를 추천,GWON2_008,2026-04-07,화,15:40,동작구,남성사계시장,동작구 동작대로 129,전통시장,지역상권방문,"상인,지역주민","전통시장,지역상권,오후",3,정원오20260407.jpg,3,True,남성사계시장
2026-04-07_16:40_동작구,2026-04-07 16:40 동작구에서 유세 장소를 추천,GWON2_009,2026-04-07,화,16:40,동작구,성대전통시장,동작구 성대로 14,전통시장,지역상권방문,"상인,지역주민","전통시장,지역상권,오후",3,정원오20260407.jpg,3,True,성대전통시장
2026-04-08_17:00_서대문구,2026-04-08 17:00 서대문구에서 유세 장소를 추천,GWON2_013,2026-04-08,수,17:00,서대문구,영천시장,서대문구 영천동 268-5,전통시장,지역상권방문,"상인,지역주민,직장인","전통시장,지역상권,퇴근시간",3,정원오20260408.jpg,3,True,영천시장
2026-04-08_17:55_서대문구,2026-04-08 17:55 서대문구에서 유세 장소를 추천,GWON2_014,2026-04-08,수,17:55,서대문구,홍제천 인공폭포,서대문구 홍은동 431,공원,방문인사,"지역주민,일반시민","공원,하천,퇴근시간,지역주민",3,정원오20260408.jpg,3,True,홍제천인공폭포
2026-04-09_15:00_중랑구,2026-04-09 15:00 중랑구에서 유세 장소를 추천,GWON2_017,2026-04-09,목,15:00,중랑구,동원시장,서울특별시 중랑구 상봉로 49 (동원전통시장 동측 입구),전통시장,지역상권방문,"상인,지역주민","전통시장,지역상권,오후",3,정원오20260409.jpg,3,True,동원시장
2026-04-09_15:50_중랑구,2026-04-09 15:50 중랑구에서 유세 장소를 추천,GWON2_018,2026-04-09,목,15:50,중랑구,우림시장,서울특별시 중랑구 용마산로115길 47 (우림시장 입구),전통시장,지역상권방문,"상인,지역주민","전통시장,지역상권,오후",3,정원오20260409.jpg,3,True,우림시장
2026-04-15_10:55_종로구,2026-04-15 10:55 종로구에서 유세 장소를 추천,GWON2_027,2026-04-15,수,10:55,종로구,북촌의 봄,서울 종로구 북촌로3길 75-4,골목상권,현장방문,"지역주민,일반시민","인터뷰,현장방문,지역주민,오전",3,정원오20260415.jpg,3,True,북촌의봄
2026-04-17_07:30_송파구,2026-04-17 07:30 송파구에서 유세 장소를 추천,GWON2_031,2026-04-17,금,07:30,송파구,가락몰 농수산물시장,서울 송파구 양재대로 932,전통시장,현장방문,"상인,지역주민","전통시장,농수산물시장,상인,오전",3,정원오20260417.jpg,3,True,가락몰농수산물시장
2026-04-17_15:30_강동구,2026-04-17 15:30 강동구에서 유세 장소를 추천,GWON2_035,2026-04-17,금,15:30,강동구,명일동 싱크홀 현장,서울 강동구 통일로 807,정책현장,현장방문,"지역주민,일반시민","현장방문,안전,지역현안,오후",3,정원오20260417.jpg,3,True,명일동싱크홀현장
2026-04-17_16:00_강동구,2026-04-17 16:00 강동구에서 유세 장소를 추천,GWON2_036,2026-04-17,금,16:00,강동구,고덕비즈밸리,서울 강동구 고덕비즈밸리로 38,정책현장,현장방문,"직장인,지역주민","현장방문,산업,직장인,오후",3,정원오20260417.jpg,3,True,고덕비즈밸리
2026-04-17_16:35_강동구,2026-04-17 16:35 강동구에서 유세 장소를 추천,GWON2_037,2026-04-17,금,16:35,강동구,고덕비즈밸리역 공사현장,서울 강동구 아리수로 279 맞은편,교통거점,현장방문,"직장인,지역주민","교통,공사현장,현장방문,오후",3,정원오20260417.jpg,3,True,고덕비즈밸리역공사현장
2026-04-19_14:40_노원구,2026-04-19 14:40 노원구에서 유세 장소를 추천,GWON2_038,2026-04-19,일,14:40,노원구,불암산철쭉동산,서울 노원구 한글비석로 326,공원,방문인사,"지역주민,일반시민","공원,축제,주말,지역주민",3,정원오20260419.jpg,3,True,불암산철쭉동산
2026-04-22_18:00_은평구,2026-04-22 18:00 은평구에서 유세 장소를 추천,GWON2_046,2026-04-22,수,18:00,은평구,불광천,은평구 증산로 476,공원,거리인사,"지역주민,직장인,일반시민","하천,퇴근시간,거리인사,지역주민",3,정원오20260422.jpg,3,True,불광천
2026-04-24_14:45_성동구,2026-04-24 14:45 성동구에서 유세 장소를 추천,GWON2_050,2026-04-24,금,14:45,성동구,아지오 성수점,"성동구 왕십리로 63, D24-1",골목상권,방문인사,"상인,지역주민,장애인","골목상권,오픈세레모니,사회적가치,오후",3,정원오20260424.jpg,3,True,아지오성수점
2026-04-24_16:50_성동구,2026-04-24 16:50 성동구에서 유세 장소를 추천,GWON2_051,2026-04-24,금,16:50,성동구,금남시장,성동구 금호산2길 29-2,전통시장,지역상권방문,"상인,지역주민","전통시장,지역상권,오후",3,정원오20260424.jpg,3,True,금남시장
2026-04-25_09:00_서초구,2026-04-25 09:00 서초구에서 유세 장소를 추천,GWON2_052,2026-04-25,토,09:00,서초구,잠수대교 남단,서초구 반포동 649-1,공원,체육행사,"체육인,일반시민,지역주민","러닝,체육,주말,한강,오전",3,정원오20260425.jpg,3,True,잠수대교남단
2026-04-25_11:40_중구,2026-04-25 11:40 중구에서 유세 장소를 추천,GWON2_053,2026-04-25,토,11:40,중구,남대문시장,중구 남대문시장2길 12 (망고커피 앞),전통시장,지역상권방문,"상인,지역주민,관광객","전통시장,지역상권,주말,오전",3,정원오20260425.jpg,3,True,남대문시장
2026-04-26_11:55_영등포구,2026-04-26 11:55 영등포구에서 유세 장소를 추천,GWON2_055,2026-04-26,일,11:55,영등포구,광야홈리스복지센터,영등포구 경인로100길 3,복지시설,복지현장방문,"노년층,취약계층,지역주민","복지,봉사,오찬,주말",3,정원오20260426.jpg,3,True,광야홈리스복지센터
2026-04-27_10:20_서초구,2026-04-27 10:20 서초구에서 유세 장소를 추천,GWON2_056,2026-04-27,월,10:20,서초구,광수약국,"서초구 서초중앙로 42, 블루핀타워 107호",정책현장,현장방문,"일반시민,지역주민","약국,민생,현장방문,오전",3,정원오20260427.jpg,3,True,광수약국
2026-04-27_11:00_서초구,2026-04-27 11:00 서초구에서 유세 장소를 추천,GWON2_057,2026-04-27,월,11:00,서초구,서울고속버스터미널 지하상가,서초구 신반포로 189,골목상권,지역상권방문,"상인,지역주민,이동인구","지하상가,교통거점,지역상권,오전",3,정원오20260427.jpg,3,True,서울고속버스터미널지하상가
2026-04-29_10:50_성북구,2026-04-29 10:50 성북구에서 유세 장소를 추천,GWON3_001,2026-04-29,수,10:50,성북구,장위14주택재개발구역,성북구 장위로 44,재개발/도시개발현장,현장방문,지역주민,"재개발,주거,현장방문,오전",3,정원오20260429.jpg,3,True,장위14주택재개발구역
2026-04-29_12:00_성북구,2026-04-29 12:00 성북구에서 유세 장소를 추천,GWON3_003,2026-04-29,수,12:00,성북구,정릉공영차고지,성북구 보국문로 145,교통거점,현장방문,"지역주민,직장인","교통,차고지,현장방문,생활현장",3,정원오20260429.jpg,3,True,정릉공영차고지
2026-04-30_05:00_양천구,2026-04-30 05:00 양천구에서 유세 장소를 추천,GWON3_005,2026-04-30,목,05:00,양천구,신정차량사업소,양천구 목동동로3길 41,노동현장,현장방문,"노동자,직장인","노동,교통,새벽,현장방문",3,정원오20260430.jpg,3,True,신정차량사업소
2026-04-30_05:40_양천구,2026-04-30 05:40 양천구에서 유세 장소를 추천,GWON3_006,2026-04-30,목,05:40,양천구,양천공영차고지,양천구 신정로7길 17,노동현장,현장방문,"노동자,직장인","노동,버스,새벽,현장방문",3,정원오20260430.jpg,3,True,양천공영차고지
2026-04-30_15:00_금천구,2026-04-30 15:00 금천구에서 유세 장소를 추천,GWON3_012,2026-04-30,목,15:00,금천구,금천 현대시장,금천구 금하로 631,전통시장,지역상권방문,"상인,지역주민","전통시장,상권,지역방문,오후",3,정원오20260430.jpg,3,True,금천현대시장
2026-05-01_14:00_마포구,2026-05-01 14:00 마포구에서 유세 장소를 추천,GWON3_014,2026-05-01,금,14:00,마포구,여의도공원 10번 출구,여의도공원 10번 출구,노동현장,기념행사,"노동자,일반시민","노동절,노동,집회,기념행사",3,정원오20260501.jpg,3,True,여의도공원10번출구
2026-05-02_07:00_마포구,2026-05-02 07:00 마포구에서 유세 장소를 추천,GWON3_015,2026-05-02,토,07:00,마포구,마포구 월드컵로 251,마포구 월드컵로 251,체육시설,체육행사,"여성,체육인,일반시민","체육행사,여성,주말,오전",3,정원오20260502.jpg,3,True,마포구월드컵로251
2026-05-02_10:00_동대문구,2026-05-02 10:00 동대문구에서 유세 장소를 추천,GWON3_016,2026-05-02,토,10:00,동대문구,밥퍼나눔운동본부,동대문구 황물로 8,복지시설,복지현장방문,"노년층,취약계층,지역주민","복지,나눔,현장방문",3,정원오20260502.jpg,3,True,밥퍼나눔운동본부
2026-05-03_08:30_용산구,2026-05-03 08:30 용산구에서 유세 장소를 추천,GWON3_018,2026-05-03,일,08:30,용산구,효창운동장,용산구 효창원로 177-15,체육시설,체육행사,"체육인,지역주민","체육행사,축구,개회식",3,정원오20260503.jpg,3,True,효창운동장
2026-05-04_14:30_영등포구,2026-05-04 14:30 영등포구에서 유세 장소를 추천,GWON3_024,2026-05-04,월,14:30,영등포구,한국거래소,영등포구 여의나루로 76,정책현장,현장방문,"직장인,금융업 종사자","금융,현장방문,직장인",3,정원오20260504.jpg,3,True,한국거래소
2026-05-05_11:00_광진구,2026-05-05 11:00 광진구에서 유세 장소를 추천,GWON3_025,2026-05-05,화,11:00,광진구,서울어린이대공원,아차산역 3번 출구,어린이/가족시설,기념행사,"가족/어린이,일반시민","어린이날,가족,축제,공원",3,정원오20260505.jpg,3,True,서울어린이대공원
2026-05-05_13:00_송파구,2026-05-05 13:00 송파구에서 유세 장소를 추천,GWON3_026,2026-05-05,화,13:00,송파구,잠실종합운동장,송파구 올림픽로 19-2,체육시설,현장방문,"가족/어린이,체육인,일반시민","야구장,체육시설,어린이날,현장방문",3,정원오20260505.jpg,3,True,잠실종합운동장
2026-05-06_10:40_중구,2026-05-06 10:40 중구에서 유세 장소를 추천,GWON3_028,2026-05-06,수,10:40,중구,장충체육관,중구 동호로 241,복지시설,기념행사,"노년층,일반시민","어버이날,노년층,기념행사,복지",3,정원오20260506.jpg,3,True,장충체육관
2026-05-07_16:00_송파구,2026-05-07 16:00 송파구에서 유세 장소를 추천,GWON3_036,2026-05-07,목,16:00,송파구,송파 거여새마을지구 공공재개발 현장,송파구 오금로 528,재개발/도시개발현장,현장방문,지역주민,"재개발,주거,현장방문,송파",3,정원오20260507.jpg,3,True,송파거여새마을지구공공재개발현장
2026-05-07_17:00_송파구,2026-05-07 17:00 송파구에서 유세 장소를 추천,GWON3_037,2026-05-07,목,17:00,송파구,새마을전통시장,송파구 석촌호수로 78,전통시장,지역상권방문,"상인,지역주민","전통시장,상권,송파,오후",3,정원오20260507.jpg,3,True,새마을전통시장
2026-05-08_15:00_강남구,2026-05-08 15:00 강남구에서 유세 장소를 추천,GWON3_040,2026-05-08,금,15:00,강남구,개포우성7차아파트 1015~105동 사이,강남구 개포로110길 15,재개발/도시개발현장,현장방문,지역주민,"재건축,주거,현장방문,강남",3,정원오20260508.jpg,3,True,개포우성7차아파트1015105동사이
2026-05-09_11:45_영등포구,2026-05-09 11:45 영등포구에서 유세 장소를 추천,GWON3_042,2026-05-09,토,11:45,영등포구,샛강생태공원,영등포구 여의동로 48 윤중초교 앞 삼거리,공원,현장방문,"지역주민,일반시민","공원,생태,현장방문,주말",3,정원오20260509.jpg,3,True,샛강생태공원
2026-05-09_13:30_영등포구,2026-05-09 13:30 영등포구에서 유세 장소를 추천,GWON3_043,2026-05-09,토,13:30,영등포구,여의도공원 3동 무궁화화장실 앞,영등포구 여의공원로 68 3동,노동현장,현장방문,"노동자,직장인","택시,노동,인터뷰,공원",3,정원오20260509.jpg,3,True,여의도공원3동무궁화화장실앞
2026-05-11_10:00_강서구,2026-05-11 10:00 강서구에서 유세 장소를 추천,GWON3_049,2026-05-11,월,10:00,강서구,마곡 LG사이언스파크 ISC동,강서구 마곡중앙10로 30,정책현장,현장방문,"청년,직장인,전문가","AI,미래산업,현장방문,마곡",3,정원오20260511.jpg,3,True,마곡lg사이언스파크isc동
2026-05-14_14:00_중구,2026-05-14 14:00 중구에서 유세 장소를 추천,GWON3_059,2026-05-14,목,14:00,중구,투썸플레이스 정동길점,중구 정동길 3,골목상권,정책간담회,"소상공인,상인","소상공인,골목상권,간담회,정동",3,정원오20260514.jpg,3,True,투썸플레이스정동길점
2026-05-15_14:40_중랑구,2026-05-15 14:40 중랑구에서 유세 장소를 추천,GWON3_063,2026-05-15,금,14:40,중랑구,먹골역 7번출구 앞,중랑구 동일로 917,공원,방문인사,"지역주민,일반시민","지역축제,장미축제,공원,중랑",3,정원오20260515.jpg,3,True,먹골역7번출구앞
2026-05-16_10:00_송파구,2026-05-16 10:00 송파구에서 유세 장소를 추천,GWON3_066,2026-05-16,토,10:00,송파구,잠실실내체육관,송파구 올림픽로 25,체육시설,체육행사,"체육인,일반시민,가족/어린이","체육행사,시민축제,송파,주말",3,정원오20260516.jpg,3,True,잠실실내체육관
2026-05-16_12:30_성동구,2026-05-16 12:30 성동구에서 유세 장소를 추천,GWON3_067,2026-05-16,토,12:30,성동구,성수역 3번출구 앞,성동구 아차산로 116,골목상권,현장방문,"청년,지역주민,상인","성수동,골목상권,인터뷰,현장방문",3,정원오20260516.jpg,3,True,성수역3번출구앞
2026-05-16_18:40_종로구,2026-05-16 18:40 종로구에서 유세 장소를 추천,GWON3_068,2026-05-16,토,18:40,종로구,황인재문,종로구 종로 288,종교시설,종교행사,"종교인,일반시민","연등회,종교,축제,야간",3,정원오20260516.jpg,3,True,황인재문
