gold_id,candidate_name,date,day_of_week,d_day,time,district,place_name,address,event_title,place_type,campaign_activity_type,online_offline,target_voter_group,context_tags,gold_label_0_3,gold_label_reason,use_for_place_recommendation,use_for_message_recommendation,source_image
GWON2_011,정원오,2026-04-08,수,D-56,07:30,해당 없음,김어준의 겸손은 힘들다 뉴스공장,해당 없음,김어준의 겸손은 힘들다 뉴스공장,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260408.jpg
GWON2_012,정원오,2026-04-08,수,D-56,12:30,해당 없음,장르만 여의도,해당 없음,장르만 여의도,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260408.jpg
GWON2_013,정원오,2026-04-08,수,D-56,17:00,서대문구,영천시장,서대문구 영천동 268-5,서대문 하나씩 착착 - (갑) 영천시장,전통시장,지역상권방문,오프라인,"상인,지역주민,직장인","전통시장,지역상권,퇴근시간",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260408.jpg
GWON2_014,정원오,2026-04-08,수,D-56,17:55,서대문구,홍제천 인공폭포,서대문구 홍은동 431,서대문 하나씩 착착 - (을) 홍제천 인공폭포,공원,방문인사,오프라인,"지역주민,일반시민","공원,하천,퇴근시간,지역주민",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260408.jpg
GWON2_015,정원오,2026-04-08,수,D-56,20:10,해당 없음,CBS 이정주의 질문하는 기자,해당 없음,CBS 이정주의 질문하는 기자,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260408.jpg
GWON2_016,정원오,2026-04-09,목,D-55,09:30,해당 없음,장윤선의 취재편의점,해당 없음,장윤선의 취재편의점,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260409.jpg
GWON2_017,정원오,2026-04-09,목,D-55,15:00,중랑구,동원시장,서울특별시 중랑구 상봉로 49 (동원전통시장 동측 입구),중랑 하나씩 착착! - 중랑(갑) 동원시장,전통시장,지역상권방문,오프라인,"상인,지역주민","전통시장,지역상권,오후",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260409.jpg
GWON2_018,정원오,2026-04-09,목,D-55,15:50,중랑구,우림시장,서울특별시 중랑구 용마산로115길 47 (우림시장 입구),중랑 하나씩 착착! - 중랑(을) 우림시장,전통시장,지역상권방문,오프라인,"상인,지역주민","전통시장,지역상권,오후",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260409.jpg
GWON2_019,정원오,2026-04-11,토,D-53,09:30,동작구,국립서울현충원 임정묘역,서울특별시 동작구 현충로 210,대한민국임시정부 묘역 방문,추모/상징공간,추모행사,오프라인,"일반시민,보훈관계자","추모,상징공간,현충원,오전",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260411.jpg
GWON2_020,정원오,2026-04-11,토,D-53,10:00,동작구,국립서울현충원 만남의집,서울특별시 동작구 동작동 200,문화예술도시위원회 회의,토론회/간담회,정책간담회,오프라인,"문화예술인,당원/조직","문화예술,정책간담회,조직,오전",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260411.jpg
GWON2_021,정원오,2026-04-13,월,D-51,07:30,해당 없음,YTN 장성철의 뉴스명당,해당 없음,YTN 장성철의 뉴스명당,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260413.jpg
GWON2_022,정원오,2026-04-13,월,D-51,13:30,확인 필요,건설회관,확인 필요,서울도시정비조합협회 간담회,시민단체/협회,정책간담회,오프라인,"시민단체/협회,일반시민","협회,간담회,도시정비,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260413.jpg
GWON2_023,정원오,2026-04-13,월,D-51,15:30,해당 없음,최욱의 매불쇼,해당 없음,최욱의 매불쇼,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260413.jpg
GWON2_024,정원오,2026-04-14,화,D-50,09:20,용산구,국립중앙박물관,서울특별시 용산구 서빙고로 137,여덟 번째 공약 발표(문화관광) - 서울다움으로 성장하는 문화관광도시 서울,정책현장,공약발표,오프라인,"문화예술인,일반시민","공약발표,문화관광,정책현장,오전",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260414.jpg
GWON2_025,정원오,2026-04-14,화,D-50,15:00,중구,창작캠프,서울특별시 중구 퇴계로 367,문화예술도시위원회(위원장 박현석) 출범식,토론회/간담회,선거조직행사,오프라인,"문화예술인,당원/조직","문화예술,출범식,조직,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260414.jpg
GWON2_026,정원오,2026-04-15,수,D-49,07:30,해당 없음,김어준의 겸손은힘들다 뉴스공장,해당 없음,김어준의 겸손은힘들다 뉴스공장,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260415.jpg
GWON2_027,정원오,2026-04-15,수,D-49,10:55,종로구,북촌의 봄,서울 종로구 북촌로3길 75-4,정원오가 간다: 찾아가는 서울人터뷰,골목상권,현장방문,오프라인,"지역주민,일반시민","인터뷰,현장방문,지역주민,오전",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260415.jpg
GWON2_028,정원오,2026-04-15,수,D-49,20:05,해당 없음,이동형의 이이제이,해당 없음,이동형의 이이제이,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260415.jpg
GWON2_029,정원오,2026-04-16,목,D-48,14:00,중구,기억 및 안전전시공간 기억과 빛,서울 중구 세종대로 125,세월호 참사 12주기 추모 참배,추모/상징공간,추모행사,오프라인,일반시민,"추모,상징공간,안전,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260416.jpg
GWON2_030,정원오,2026-04-16,목,D-48,14:35,중구,한국 프레스센터 18층,서울 중구 세종대로 124,서울외신기자클럽(SFCC) 초청간담회,방송/언론,정책간담회,오프라인,"언론시청자,일반시민","언론,간담회,국제,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260416.jpg
GWON2_031,정원오,2026-04-17,금,D-47,07:30,송파구,가락몰 농수산물시장,서울 송파구 양재대로 932,정원오의 찾아가는 현장: 가락농수산물시장편,전통시장,현장방문,오프라인,"상인,지역주민","전통시장,농수산물시장,상인,오전",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260417.jpg
GWON2_032,정원오,2026-04-17,금,D-47,10:00,용산구,강태웅 후보 선거사무소,서울 용산구 두텁바위로1길 3,현장 최고위원회의,선거사무소,선거조직행사,오프라인,당원/조직,"선거조직,회의,오전",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260417.jpg
GWON2_033,정원오,2026-04-17,금,D-47,12:30,해당 없음,TBS 봉지욱의 봉인해제,해당 없음,TBS 봉지욱의 봉인해제,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260417.jpg
GWON2_034,정원오,2026-04-17,금,D-47,14:10,동대문구,대광고등학교,서울 동대문구 안암로 6,4.19 혁명 제66주년 추모 참배,추모/상징공간,추모행사,오프라인,"일반시민,학생","추모,상징공간,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260417.jpg
GWON2_035,정원오,2026-04-17,금,D-47,15:30,강동구,명일동 싱크홀 현장,서울 강동구 통일로 807,정원오의 찾아가는 현장: 강동구편① - 명일동 싱크홀 사고지점,정책현장,현장방문,오프라인,"지역주민,일반시민","현장방문,안전,지역현안,오후",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260417.jpg
GWON2_036,정원오,2026-04-17,금,D-47,16:00,강동구,고덕비즈밸리,서울 강동구 고덕비즈밸리로 38,정원오의 찾아가는 현장: 강동구편② - 고덕비즈밸리,정책현장,현장방문,오프라인,"직장인,지역주민","현장방문,산업,직장인,오후",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260417.jpg
GWON2_037,정원오,2026-04-17,금,D-47,16:35,강동구,고덕비즈밸리역 공사현장,서울 강동구 아리수로 279 맞은편,정원오의 찾아가는 현장: 강동구편③ - 고덕비즈밸리역 공사현장,교통거점,현장방문,오프라인,"직장인,지역주민","교통,공사현장,현장방문,오후",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260417.jpg
GWON2_038,정원오,2026-04-19,일,D-45,14:40,노원구,불암산철쭉동산,서울 노원구 한글비석로 326,2026 불암산 철쭉제 방문,공원,방문인사,오프라인,"지역주민,일반시민","공원,축제,주말,지역주민",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260419.jpg
GWON2_039,정원오,2026-04-20,월,D-44,13:40,확인 필요,확인 필요,확인 필요,정원오가 간다: 찾아가는 서울人터뷰 2탄 <장애인 이동권편>,토론회/간담회,현장방문,혼합,"장애인,일반시민","인터뷰,장애인,이동권,현장방문",2,장애인 이동권 현장 인터뷰로 정책·메시지 활용성은 높으나 이미지에서 장소 정보가 명확하지 않다.,False,True,정원오20260420.jpg
GWON2_040,정원오,2026-04-20,월,D-44,15:25,영등포구,이룸센터 지하 1층 이룸홀,서울 영등포구 의사당대로 22,서울시 장애인단체 정책전달식,시민단체/협회,정책전달식,오프라인,"장애인,시민단체/협회","장애인,정책전달식,복지,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260420.jpg
GWON2_041,정원오,2026-04-21,화,D-43,07:30,동작구,국립서울현충원,서울 동작구 현충로 210,국립서울현충원 참배,추모/상징공간,추모행사,오프라인,"일반시민,보훈관계자","추모,현충원,오전",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260421.jpg
GWON2_042,정원오,2026-04-21,화,D-43,13:30,김해시,노무현 대통령 묘역,경남 김해시 진영읍 봉하로 135,노무현 대통령 묘역 참배,추모/상징공간,추모행사,오프라인,일반시민,"추모,상징공간,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260421.jpg
GWON2_043,정원오,2026-04-21,화,D-43,15:00,창원시,창동예술촌 사거리,경남 창원시 마산합포구 동서북10길 57,서울-경남 상생협력 기자회견 및 간담회,토론회/간담회,기자회견,오프라인,"일반시민,언론시청자","상생협력,기자회견,간담회,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260421.jpg
GWON2_044,정원오,2026-04-22,수,D-42,11:30,확인 필요,확인 필요,확인 필요,정원오가 간다: 찾아가는 서울人터뷰 3탄 <직장인 점심편>,토론회/간담회,현장방문,혼합,직장인,"인터뷰,직장인,점심시간,현장방문",2,직장인 대상 현장 인터뷰로 메시지 활용성은 높으나 이미지에서 장소 정보가 명확하지 않다.,False,True,정원오20260422.jpg
GWON2_045,정원오,2026-04-22,수,D-42,16:00,용산구,백범김구기념관 컨벤션홀,용산구 임정로 26,서울시사회복지사협회 40주년 기념식,시민단체/협회,복지현장방문,오프라인,"복지종사자,일반시민","복지,협회,기념식,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260422.jpg
GWON2_046,정원오,2026-04-22,수,D-42,18:00,은평구,불광천,은평구 증산로 476,은평 하나씩 착착!,공원,거리인사,오프라인,"지역주민,직장인,일반시민","하천,퇴근시간,거리인사,지역주민",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260422.jpg
GWON2_047,정원오,2026-04-23,목,D-41,11:00,영등포구,국회 본청 245호,영등포구 의사당대로 1,더불어민주당 16개 광역단체장 후보자 연석회의,공공기관,선거조직행사,오프라인,당원/조직,"국회,연석회의,조직,오전",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260423.jpg
GWON2_048,정원오,2026-04-23,목,D-41,14:00,영등포구,국회 의원회관 제1소회의실,영등포구 의사당대로 1,정원오의 G2서울 비전선포 세계도시 서울의 대전환,공공기관,공약발표,오프라인,"일반시민,언론시청자","공약발표,비전선포,국회,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260423.jpg
GWON2_049,정원오,2026-04-23,목,D-41,15:50,해당 없음,연합뉴스TV 인터뷰,해당 없음,연합뉴스TV 인터뷰,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260423.jpg
GWON2_050,정원오,2026-04-24,금,D-40,14:45,성동구,아지오 성수점,"성동구 왕십리로 63, D24-1",아지오 성수점 오픈세레모니 꿈꾸는 아지오,골목상권,방문인사,오프라인,"상인,지역주민,장애인","골목상권,오픈세레모니,사회적가치,오후",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260424.jpg
GWON2_051,정원오,2026-04-24,금,D-40,16:50,성동구,금남시장,성동구 금호산2길 29-2,성동 하나씩 착착!,전통시장,지역상권방문,오프라인,"상인,지역주민","전통시장,지역상권,오후",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260424.jpg
GWON2_052,정원오,2026-04-25,토,D-39,09:00,서초구,잠수대교 남단,서초구 반포동 649-1,정원오의 찾아가는 현장: 러닝편,공원,체육행사,오프라인,"체육인,일반시민,지역주민","러닝,체육,주말,한강,오전",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260425.jpg
GWON2_053,정원오,2026-04-25,토,D-39,11:40,중구,남대문시장,중구 남대문시장2길 12 (망고커피 앞),중구 하나씩 착착!,전통시장,지역상권방문,오프라인,"상인,지역주민,관광객","전통시장,지역상권,주말,오전",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260425.jpg
GWON2_054,정원오,2026-04-26,일,D-38,11:00,영등포구,광야교회,영등포구 경인로100길 3,광야교회 예배,종교시설,종교행사,오프라인,"종교인,지역주민","종교시설,예배,주말,오전",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260426.jpg
GWON2_055,정원오,2026-04-26,일,D-38,11:55,영등포구,광야홈리스복지센터,영등포구 경인로100길 3,배식봉사 및 오찬,복지시설,복지현장방문,오프라인,"노년층,취약계층,지역주민","복지,봉사,오찬,주말",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260426.jpg
GWON2_056,정원오,2026-04-27,월,D-37,10:20,서초구,광수약국,"서초구 서초중앙로 42, 블루핀타워 107호",정원오의 찾아가는 현장: 약국편,정책현장,현장방문,오프라인,"일반시민,지역주민","약국,민생,현장방문,오전",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260427.jpg
GWON2_057,정원오,2026-04-27,월,D-37,11:00,서초구,서울고속버스터미널 지하상가,서초구 신반포로 189,서초 하나씩 착착!,골목상권,지역상권방문,오프라인,"상인,지역주민,이동인구","지하상가,교통거점,지역상권,오전",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,True,True,정원오20260427.jpg
GWON2_058,정원오,2026-04-27,월,D-37,15:30,용산구,대한노인회 서울시연합회 2층,용산구 임정로 58,정원오의 찾아가는 간담회: 대한노인회 서울시연합회편,복지시설,정책간담회,오프라인,"노년층,시민단체/협회","노년층,복지,정책간담회,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260427.jpg
GWON2_059,정원오,2026-04-27,월,D-37,16:30,용산구,효창운동장 회의실,용산구 효창원로 255-11,정원오의 찾아가는 간담회: 서울시 축구협회편,체육시설,정책간담회,오프라인,"체육인,시민단체/협회","체육,협회,정책간담회,오후",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260427.jpg
GWON2_060,정원오,2026-04-27,월,D-37,19:10,해당 없음,JTBC 뉴스룸,해당 없음,JTBC 뉴스룸,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260427.jpg
GWON2_061,정원오,2026-04-28,화,D-36,09:00,중구,태평빌딩 3층 301호,중구 세종대로 74-1,정원오 서울시장 후보 제2차 선거대책위원회 회의,선거사무소,선거조직행사,혼합,"당원/조직,언론시청자","선대위,회의,조직,온라인중계",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260428.jpg
GWON2_062,정원오,2026-04-28,화,D-36,11:00,동대문구,경희대 캠퍼스타운 삼의원창업센터 누리터,동대문구 이문로9가길 11-3 맞은편,정원오의 찾아가는 간담회: 청년기업가 및 예비창업자 편,대학/청년공간,정책간담회,오프라인,"청년,창업자","청년,창업,정책간담회,오전",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260428.jpg
GWON2_063,정원오,2026-04-28,화,D-36,11:30,동대문구,경희대 캠퍼스타운 삼의원창업센터 1층,동대문구 이문로9가길 11-3,"청년공약 발표: 청년창업 수도 서울, 창업루키와 함께!",대학/청년공간,공약발표,혼합,"청년,창업자,언론시청자","청년,창업,공약발표,온라인중계",2,오프라인 일정이고 장소적 의미가 있으나 직접 유세 장소보다는 접촉성이 중간 수준이다.,True,True,정원오20260428.jpg
GWON2_064,정원오,2026-04-28,화,D-36,16:00,해당 없음,KBS 사사건건,해당 없음,KBS 사사건건,방송/언론,방송출연,온라인,언론시청자,"방송,온라인,메시지노출",1,방송·라이브 일정으로 캠페인 노출 효과는 있으나 장소 추천 정답으로는 약하다.,False,True,정원오20260428.jpg
