query_id,candidate_name,evaluation_context,gold_id,date,day_of_week,time,district,place_name,address,place_type,campaign_activity_type,target_voter_group,context_tags,gold_label_0_3,source_image,relevance,is_strong_positive,normalized_place_key
JG_20260324_1740_종로구_세종마을음식문화거리_JG_0032,정원오,정원오 2026-03-24 17:40 종로구에서 유세 장소를 추천,JG_0032,2026-03-24,화,17:40,종로구,세종마을 음식문화거리,세종마을 음식문화거리,골목상권,지역상권방문,상인;지역주민;생활권 유권자,골목상권;지역상권방문;저녁;종로구;지역상권;생활밀착;오후,3,정원오20260324.jpg,3,True,세종마을음식문화거리
JG_20260325_1720_광진구_중곡제일골목시장_JG_0034,정원오,정원오 2026-03-25 17:20 광진구에서 유세 장소를 추천,JG_0034,2026-03-25,수,17:20,광진구,중곡제일골목시장,서울특별시 광진구 중곡동 221-16,골목상권,지역상권방문,상인;지역주민;생활권 유권자,골목상권;지역상권방문;저녁;광진구;지역상권;생활밀착;오후,3,정원오20260325.jpg,3,True,중곡제일골목시장
JG_20260325_1815_광진구_건대맛의거리_JG_0035,정원오,정원오 2026-03-25 18:15 광진구에서 유세 장소를 추천,JG_0035,2026-03-25,수,18:15,광진구,건대 맛의거리,서울특별시 광진구 동일로22길,골목상권,지역상권방문,상인;지역주민;생활권 유권자,골목상권;지역상권방문;저녁;광진구;지역상권;생활밀착,3,정원오20260325.jpg,3,True,건대맛의거리
JG_20260326_1600_관악구_도림천_JG_0037,정원오,정원오 2026-03-26 16:00 관악구에서 유세 장소를 추천,JG_0037,2026-03-26,목,16:00,관악구,도림천,서울특별시 관악구 남부순환로 1588,공원,방문인사,지역주민;가족단위;일반시민,공원;방문인사;오후;관악구,3,정원오20260326.jpg,3,True,도림천
JG_20260326_1615_관악구_신원시장_JG_0038,정원오,정원오 2026-03-26 16:15 관악구에서 유세 장소를 추천,JG_0038,2026-03-26,목,16:15,관악구,신원시장,서울특별시 관악구 신원로 21,전통시장,지역상권방문,상인;지역주민;생활권 유권자,전통시장;지역상권방문;오후;관악구;지역상권;생활밀착,3,정원오20260326.jpg,3,True,신원시장
JG_20260328_1250_성동구_응봉산팔각정_JG_0041,정원오,정원오 2026-03-28 12:50 성동구에서 유세 장소를 추천,JG_0041,2026-03-28,토,12:50,성동구,응봉산 팔각정,응봉산 팔각정,공원,방문인사,지역주민;가족단위;일반시민,공원;방문인사;오후;성동구,3,정원오20260328.jpg,3,True,응봉산팔각정
JG_20260330_1100_동작구_노량진수산시장_JG_0045,정원오,정원오 2026-03-30 11:00 동작구에서 유세 장소를 추천,JG_0045,2026-03-30,월,11:00,동작구,노량진수산시장,서울특별시 동작구 노들로2길 3,전통시장,지역상권방문,상인;지역주민;생활권 유권자,전통시장;지역상권방문;오전;동작구;지역상권;생활밀착,3,정원오20260330.jpg,3,True,노량진수산시장
JG_20260331_1130_동대문구_장안동벚꽃길_JG_0046,정원오,정원오 2026-03-31 11:30 동대문구에서 유세 장소를 추천,JG_0046,2026-03-31,화,11:30,동대문구,장안동 벚꽃길,장안벚꽃길북카페 - 동대문구 장안벚꽃로 132,공원,거리인사,지역주민;가족단위;일반시민,공원;거리인사;오전;동대문구,3,정원오20260331.jpg,3,True,장안동벚꽃길
JG_20260402_1600_양천구_파리공원_JG_0048,정원오,정원오 2026-04-02 16:00 양천구에서 유세 장소를 추천,JG_0048,2026-04-02,목,16:00,양천구,파리공원,서울특별시 양천구 목동동로 363,공원,방문인사,지역주민;가족단위;일반시민,공원;방문인사;오후;양천구,3,정원오20260402.jpg,3,True,파리공원
JG_20260404_1000_노원구_마들스포츠타운_JG_0052,정원오,정원오 2026-04-04 10:00 노원구에서 유세 장소를 추천,JG_0052,2026-04-04,토,10:00,노원구,마들스포츠타운,마들스포츠타운,체육시설,체육행사,생활체육 참여자;지역주민;일반시민,체육시설;체육행사;오전;노원구,3,정원오20260404.jpg,3,True,마들스포츠타운
JG_20260405_1740_양천구_양재천수변무대일대_JG_0054,정원오,정원오 2026-04-05 17:40 양천구에서 유세 장소를 추천,JG_0054,2026-04-05,일,17:40,양천구,양재천 수변무대 일대,양재천 수변무대 일대,공원,방문인사,지역주민;가족단위;일반시민,공원;방문인사;저녁;양천구;오후,3,정원오20260405.jpg,3,True,양재천수변무대일대
JG_20260406_1630_강북구_수유시장_JG_0057,정원오,정원오 2026-04-06 16:30 강북구에서 유세 장소를 추천,JG_0057,2026-04-06,월,16:30,강북구,수유시장,서울특별시 강북구 도봉로67길 34,전통시장,방문인사,"상인,지역주민",전통시장;지역상권;방문인사;오후;강북구,3,정원오20260406.jpg,3,True,수유시장
JG_20260406_1800_성북구_성북천상점가_JG_0058,정원오,정원오 2026-04-06 18:00 성북구에서 유세 장소를 추천,JG_0058,2026-04-06,월,18:00,성북구,성북천 상점가,서울특별시 성북구 동소문로 2,골목상권,지역상권방문,"상인,지역주민,직장인",골목상권;상점가;퇴근시간;지역상권;지역상권방문;성북구;저녁,3,정원오20260406.jpg,3,True,성북천상점가
JG_20260407_1540_동작구_남성사계시장_JG_0062,정원오,정원오 2026-04-07 15:40 동작구에서 유세 장소를 추천,JG_0062,2026-04-07,화,15:40,동작구,남성사계시장,동작구 동작대로 129,전통시장,지역상권방문,"상인,지역주민",전통시장;지역상권;오후;지역상권방문;동작구,3,정원오20260407.jpg,3,True,남성사계시장
JG_20260407_1640_동작구_성대전통시장_JG_0063,정원오,정원오 2026-04-07 16:40 동작구에서 유세 장소를 추천,JG_0063,2026-04-07,화,16:40,동작구,성대전통시장,동작구 성대로 14,전통시장,지역상권방문,"상인,지역주민",전통시장;지역상권;오후;지역상권방문;동작구,3,정원오20260407.jpg,3,True,성대전통시장
JG_20260408_1700_서대문구_영천시장_JG_0067,정원오,정원오 2026-04-08 17:00 서대문구에서 유세 장소를 추천,JG_0067,2026-04-08,수,17:00,서대문구,영천시장,서대문구 영천동 268-5,전통시장,지역상권방문,"상인,지역주민,직장인",전통시장;지역상권;퇴근시간;지역상권방문;서대문구;오후,3,정원오20260408.jpg,3,True,영천시장
JG_20260408_1755_서대문구_홍제천인공폭포_JG_0068,정원오,정원오 2026-04-08 17:55 서대문구에서 유세 장소를 추천,JG_0068,2026-04-08,수,17:55,서대문구,홍제천 인공폭포,서대문구 홍은동 431,공원,방문인사,"지역주민,일반시민",공원;하천;퇴근시간;지역주민;방문인사;서대문구;오후,3,정원오20260408.jpg,3,True,홍제천인공폭포
JG_20260409_1500_중랑구_동원시장_JG_0071,정원오,정원오 2026-04-09 15:00 중랑구에서 유세 장소를 추천,JG_0071,2026-04-09,목,15:00,중랑구,동원시장,서울특별시 중랑구 상봉로 49 (동원전통시장 동측 입구),전통시장,지역상권방문,"상인,지역주민",전통시장;지역상권;오후;지역상권방문;중랑구,3,정원오20260409.jpg,3,True,동원시장
JG_20260409_1550_중랑구_우림시장_JG_0072,정원오,정원오 2026-04-09 15:50 중랑구에서 유세 장소를 추천,JG_0072,2026-04-09,목,15:50,중랑구,우림시장,서울특별시 중랑구 용마산로115길 47 (우림시장 입구),전통시장,지역상권방문,"상인,지역주민",전통시장;지역상권;오후;지역상권방문;중랑구,3,정원오20260409.jpg,3,True,우림시장
JG_20260415_1055_종로구_북촌의봄_JG_0081,정원오,정원오 2026-04-15 10:55 종로구에서 유세 장소를 추천,JG_0081,2026-04-15,수,10:55,종로구,북촌의 봄,서울 종로구 북촌로3길 75-4,골목상권,현장방문,"지역주민,일반시민",인터뷰;현장방문;지역주민;오전;골목상권;종로구,3,정원오20260415.jpg,3,True,북촌의봄
JG_20260417_0730_송파구_가락몰농수산물시장_JG_0085,정원오,정원오 2026-04-17 07:30 송파구에서 유세 장소를 추천,JG_0085,2026-04-17,금,07:30,송파구,가락몰 농수산물시장,서울 송파구 양재대로 932,전통시장,현장방문,"상인,지역주민",전통시장;농수산물시장;상인;오전;현장방문;송파구,3,정원오20260417.jpg,3,True,가락몰농수산물시장
JG_20260417_1530_강동구_명일동싱크홀현장_JG_0089,정원오,정원오 2026-04-17 15:30 강동구에서 유세 장소를 추천,JG_0089,2026-04-17,금,15:30,강동구,명일동 싱크홀 현장,서울 강동구 통일로 807,정책현장,현장방문,"지역주민,일반시민",현장방문;안전;지역현안;오후;정책현장;강동구,3,정원오20260417.jpg,3,True,명일동싱크홀현장
JG_20260417_1600_강동구_고덕비즈밸리_JG_0090,정원오,정원오 2026-04-17 16:00 강동구에서 유세 장소를 추천,JG_0090,2026-04-17,금,16:00,강동구,고덕비즈밸리,서울 강동구 고덕비즈밸리로 38,정책현장,현장방문,"직장인,지역주민",현장방문;산업;직장인;오후;정책현장;강동구,3,정원오20260417.jpg,3,True,고덕비즈밸리
JG_20260417_1635_강동구_고덕비즈밸리역공사현장_JG_0091,정원오,정원오 2026-04-17 16:35 강동구에서 유세 장소를 추천,JG_0091,2026-04-17,금,16:35,강동구,고덕비즈밸리역 공사현장,서울 강동구 아리수로 279 맞은편,교통거점,현장방문,"직장인,지역주민",교통;공사현장;현장방문;오후;교통거점;강동구,3,정원오20260417.jpg,3,True,고덕비즈밸리역공사현장
JG_20260419_1440_노원구_불암산철쭉동산_JG_0092,정원오,정원오 2026-04-19 14:40 노원구에서 유세 장소를 추천,JG_0092,2026-04-19,일,14:40,노원구,불암산철쭉동산,서울 노원구 한글비석로 326,공원,방문인사,"지역주민,일반시민",공원;축제;주말;지역주민;방문인사;노원구;오후,3,정원오20260419.jpg,3,True,불암산철쭉동산
JG_20260422_1800_은평구_불광천_JG_0100,정원오,정원오 2026-04-22 18:00 은평구에서 유세 장소를 추천,JG_0100,2026-04-22,수,18:00,은평구,불광천,은평구 증산로 476,공원,거리인사,"지역주민,직장인,일반시민",하천;퇴근시간;거리인사;지역주민;공원;은평구;저녁,3,정원오20260422.jpg,3,True,불광천
JG_20260424_1445_성동구_아지오성수점_JG_0104,정원오,정원오 2026-04-24 14:45 성동구에서 유세 장소를 추천,JG_0104,2026-04-24,금,14:45,성동구,아지오 성수점,"성동구 왕십리로 63, D24-1",골목상권,방문인사,"상인,지역주민,장애인",골목상권;오픈세레모니;사회적가치;오후;방문인사;성동구,3,정원오20260424.jpg,3,True,아지오성수점
JG_20260424_1650_성동구_금남시장_JG_0105,정원오,정원오 2026-04-24 16:50 성동구에서 유세 장소를 추천,JG_0105,2026-04-24,금,16:50,성동구,금남시장,성동구 금호산2길 29-2,전통시장,지역상권방문,"상인,지역주민",전통시장;지역상권;오후;지역상권방문;성동구,3,정원오20260424.jpg,3,True,금남시장
JG_20260425_0900_서초구_잠수대교남단_JG_0106,정원오,정원오 2026-04-25 09:00 서초구에서 유세 장소를 추천,JG_0106,2026-04-25,토,09:00,서초구,잠수대교 남단,서초구 반포동 649-1,공원,체육행사,"체육인,일반시민,지역주민",러닝;체육;주말;한강;오전;공원;체육행사;서초구,3,정원오20260425.jpg,3,True,잠수대교남단
JG_20260425_1140_중구_남대문시장_JG_0107,정원오,정원오 2026-04-25 11:40 중구에서 유세 장소를 추천,JG_0107,2026-04-25,토,11:40,중구,남대문시장,중구 남대문시장2길 12 (망고커피 앞),전통시장,지역상권방문,"상인,지역주민,관광객",전통시장;지역상권;주말;오전;지역상권방문;중구,3,정원오20260425.jpg,3,True,남대문시장
JG_20260426_1155_영등포구_광야홈리스복지센터_JG_0109,정원오,정원오 2026-04-26 11:55 영등포구에서 유세 장소를 추천,JG_0109,2026-04-26,일,11:55,영등포구,광야홈리스복지센터,영등포구 경인로100길 3,복지시설,복지현장방문,"노년층,취약계층,지역주민",복지;봉사;오찬;주말;복지시설;복지현장방문;영등포구;오전,3,정원오20260426.jpg,3,True,광야홈리스복지센터
JG_20260427_1020_서초구_광수약국_JG_0110,정원오,정원오 2026-04-27 10:20 서초구에서 유세 장소를 추천,JG_0110,2026-04-27,월,10:20,서초구,광수약국,"서초구 서초중앙로 42, 블루핀타워 107호",정책현장,현장방문,"일반시민,지역주민",약국;민생;현장방문;오전;정책현장;서초구,3,정원오20260427.jpg,3,True,광수약국
JG_20260427_1100_서초구_서울고속버스터미널지하상가_JG_0111,정원오,정원오 2026-04-27 11:00 서초구에서 유세 장소를 추천,JG_0111,2026-04-27,월,11:00,서초구,서울고속버스터미널 지하상가,서초구 신반포로 189,골목상권,지역상권방문,"상인,지역주민,이동인구",지하상가;교통거점;지역상권;오전;골목상권;지역상권방문;서초구,3,정원오20260427.jpg,3,True,서울고속버스터미널지하상가
JG_20260429_1050_성북구_장위14주택재개발구역_JG_0119,정원오,정원오 2026-04-29 10:50 성북구에서 유세 장소를 추천,JG_0119,2026-04-29,수,10:50,성북구,장위14주택재개발구역,성북구 장위로 44,재개발/도시개발현장,현장방문,지역주민,재개발;주거;현장방문;오전;도시개발현장;성북구;재개발/도시개발현장,3,정원오20260429.jpg,3,True,장위14주택재개발구역
JG_20260429_1200_성북구_정릉공영차고지_JG_0121,정원오,정원오 2026-04-29 12:00 성북구에서 유세 장소를 추천,JG_0121,2026-04-29,수,12:00,성북구,정릉공영차고지,성북구 보국문로 145,교통거점,현장방문,"지역주민,직장인",교통;차고지;현장방문;생활현장;교통거점;성북구;오후,3,정원오20260429.jpg,3,True,정릉공영차고지
JG_20260430_0500_양천구_신정차량사업소_JG_0123,정원오,정원오 2026-04-30 05:00 양천구에서 유세 장소를 추천,JG_0123,2026-04-30,목,05:00,양천구,신정차량사업소,양천구 목동동로3길 41,노동현장,현장방문,"노동자,직장인",노동;교통;새벽;현장방문;노동현장;양천구;오전,3,정원오20260430.jpg,3,True,신정차량사업소
JG_20260430_0540_양천구_양천공영차고지_JG_0124,정원오,정원오 2026-04-30 05:40 양천구에서 유세 장소를 추천,JG_0124,2026-04-30,목,05:40,양천구,양천공영차고지,양천구 신정로7길 17,노동현장,현장방문,"노동자,직장인",노동;버스;새벽;현장방문;노동현장;양천구;오전,3,정원오20260430.jpg,3,True,양천공영차고지
JG_20260430_1500_금천구_금천현대시장_JG_0130,정원오,정원오 2026-04-30 15:00 금천구에서 유세 장소를 추천,JG_0130,2026-04-30,목,15:00,금천구,금천 현대시장,금천구 금하로 631,전통시장,지역상권방문,"상인,지역주민",전통시장;상권;지역방문;오후;지역상권방문;금천구,3,정원오20260430.jpg,3,True,금천현대시장
JG_20260501_1400_마포구_여의도공원10번출구_JG_0132,정원오,정원오 2026-05-01 14:00 마포구에서 유세 장소를 추천,JG_0132,2026-05-01,금,14:00,마포구,여의도공원 10번 출구,여의도공원 10번 출구,노동현장,기념행사,"노동자,일반시민",노동절;노동;집회;기념행사;노동현장;마포구;오후,3,정원오20260501.jpg,3,True,여의도공원10번출구
JG_20260502_0700_마포구_마포구월드컵로251_JG_0133,정원오,정원오 2026-05-02 07:00 마포구에서 유세 장소를 추천,JG_0133,2026-05-02,토,07:00,마포구,마포구 월드컵로 251,마포구 월드컵로 251,체육시설,체육행사,"여성,체육인,일반시민",체육행사;여성;주말;오전;체육시설;마포구,3,정원오20260502.jpg,3,True,마포구월드컵로251
JG_20260502_1000_동대문구_밥퍼나눔운동본부_JG_0134,정원오,정원오 2026-05-02 10:00 동대문구에서 유세 장소를 추천,JG_0134,2026-05-02,토,10:00,동대문구,밥퍼나눔운동본부,동대문구 황물로 8,복지시설,복지현장방문,"노년층,취약계층,지역주민",복지;나눔;현장방문;복지시설;복지현장방문;동대문구;오전,3,정원오20260502.jpg,3,True,밥퍼나눔운동본부
JG_20260503_0830_용산구_효창운동장_JG_0136,정원오,정원오 2026-05-03 08:30 용산구에서 유세 장소를 추천,JG_0136,2026-05-03,일,08:30,용산구,효창운동장,용산구 효창원로 177-15,체육시설,체육행사,"체육인,지역주민",체육행사;축구;개회식;체육시설;용산구;오전,3,정원오20260503.jpg,3,True,효창운동장
JG_20260504_1430_영등포구_한국거래소_JG_0142,정원오,정원오 2026-05-04 14:30 영등포구에서 유세 장소를 추천,JG_0142,2026-05-04,월,14:30,영등포구,한국거래소,영등포구 여의나루로 76,정책현장,현장방문,"직장인,금융업 종사자",금융;현장방문;직장인;정책현장;영등포구;오후,3,정원오20260504.jpg,3,True,한국거래소
JG_20260505_1100_광진구_서울어린이대공원_JG_0143,정원오,정원오 2026-05-05 11:00 광진구에서 유세 장소를 추천,JG_0143,2026-05-05,화,11:00,광진구,서울어린이대공원,아차산역 3번 출구,어린이/가족시설,기념행사,"가족/어린이,일반시민",어린이날;가족;축제;공원;어린이;가족시설;기념행사;광진구;오전;어린이/가족시설,3,정원오20260505.jpg,3,True,서울어린이대공원
JG_20260505_1300_송파구_잠실종합운동장_JG_0144,정원오,정원오 2026-05-05 13:00 송파구에서 유세 장소를 추천,JG_0144,2026-05-05,화,13:00,송파구,잠실종합운동장,송파구 올림픽로 19-2,체육시설,현장방문,"가족/어린이,체육인,일반시민",야구장;체육시설;어린이날;현장방문;송파구;오후,3,정원오20260505.jpg,3,True,잠실종합운동장
JG_20260506_1040_중구_장충체육관_JG_0146,정원오,정원오 2026-05-06 10:40 중구에서 유세 장소를 추천,JG_0146,2026-05-06,수,10:40,중구,장충체육관,중구 동호로 241,복지시설,기념행사,"노년층,일반시민",어버이날;노년층;기념행사;복지;복지시설;중구;오전,3,정원오20260506.jpg,3,True,장충체육관
JG_20260507_1600_송파구_송파거여새마을지구공공재개발현장_JG_0154,정원오,정원오 2026-05-07 16:00 송파구에서 유세 장소를 추천,JG_0154,2026-05-07,목,16:00,송파구,송파 거여새마을지구 공공재개발 현장,송파구 오금로 528,재개발/도시개발현장,현장방문,지역주민,재개발;주거;현장방문;송파;도시개발현장;송파구;오후;재개발/도시개발현장,3,정원오20260507.jpg,3,True,송파거여새마을지구공공재개발현장
JG_20260507_1700_송파구_새마을전통시장_JG_0155,정원오,정원오 2026-05-07 17:00 송파구에서 유세 장소를 추천,JG_0155,2026-05-07,목,17:00,송파구,새마을전통시장,송파구 석촌호수로 78,전통시장,지역상권방문,"상인,지역주민",전통시장;상권;송파;오후;지역상권방문;송파구,3,정원오20260507.jpg,3,True,새마을전통시장
JG_20260508_1500_강남구_개포우성7차아파트1015105_JG_0158,정원오,정원오 2026-05-08 15:00 강남구에서 유세 장소를 추천,JG_0158,2026-05-08,금,15:00,강남구,개포우성7차아파트 1015~105동 사이,강남구 개포로110길 15,재개발/도시개발현장,현장방문,지역주민,재건축;주거;현장방문;강남;재개발;도시개발현장;강남구;오후;재개발/도시개발현장,3,정원오20260508.jpg,3,True,개포우성7차아파트1015105동사이
JG_20260509_1145_영등포구_샛강생태공원_JG_0160,정원오,정원오 2026-05-09 11:45 영등포구에서 유세 장소를 추천,JG_0160,2026-05-09,토,11:45,영등포구,샛강생태공원,영등포구 여의동로 48 윤중초교 앞 삼거리,공원,현장방문,"지역주민,일반시민",공원;생태;현장방문;주말;영등포구;오전,3,정원오20260509.jpg,3,True,샛강생태공원
JG_20260509_1330_영등포구_여의도공원3동무궁화화장실앞_JG_0161,정원오,정원오 2026-05-09 13:30 영등포구에서 유세 장소를 추천,JG_0161,2026-05-09,토,13:30,영등포구,여의도공원 3동 무궁화화장실 앞,영등포구 여의공원로 68 3동,노동현장,현장방문,"노동자,직장인",택시;노동;인터뷰;공원;노동현장;현장방문;영등포구;오후,3,정원오20260509.jpg,3,True,여의도공원3동무궁화화장실앞
JG_20260511_1000_강서구_마곡lg사이언스파크isc동_JG_0167,정원오,정원오 2026-05-11 10:00 강서구에서 유세 장소를 추천,JG_0167,2026-05-11,월,10:00,강서구,마곡 LG사이언스파크 ISC동,강서구 마곡중앙10로 30,정책현장,현장방문,"청년,직장인,전문가",AI;미래산업;현장방문;마곡;정책현장;강서구;오전,3,정원오20260511.jpg,3,True,마곡lg사이언스파크isc동
JG_20260514_1400_중구_투썸플레이스정동길점_JG_0177,정원오,정원오 2026-05-14 14:00 중구에서 유세 장소를 추천,JG_0177,2026-05-14,목,14:00,중구,투썸플레이스 정동길점,중구 정동길 3,골목상권,정책간담회,"소상공인,상인",소상공인;골목상권;간담회;정동;정책간담회;중구;오후,3,정원오20260514.jpg,3,True,투썸플레이스정동길점
JG_20260515_1440_중랑구_먹골역7번출구앞_JG_0181,정원오,정원오 2026-05-15 14:40 중랑구에서 유세 장소를 추천,JG_0181,2026-05-15,금,14:40,중랑구,먹골역 7번출구 앞,중랑구 동일로 917,공원,방문인사,"지역주민,일반시민",지역축제;장미축제;공원;중랑;방문인사;중랑구;오후,3,정원오20260515.jpg,3,True,먹골역7번출구앞
JG_20260516_1000_송파구_잠실실내체육관_JG_0184,정원오,정원오 2026-05-16 10:00 송파구에서 유세 장소를 추천,JG_0184,2026-05-16,토,10:00,송파구,잠실실내체육관,송파구 올림픽로 25,체육시설,체육행사,"체육인,일반시민,가족/어린이",체육행사;시민축제;송파;주말;체육시설;송파구;오전,3,정원오20260516.jpg,3,True,잠실실내체육관
JG_20260516_1230_성동구_성수역3번출구앞_JG_0185,정원오,정원오 2026-05-16 12:30 성동구에서 유세 장소를 추천,JG_0185,2026-05-16,토,12:30,성동구,성수역 3번출구 앞,성동구 아차산로 116,골목상권,현장방문,"청년,지역주민,상인",성수동;골목상권;인터뷰;현장방문;성동구;오후,3,정원오20260516.jpg,3,True,성수역3번출구앞
JG_20260516_1840_종로구_황인재문_JG_0186,정원오,정원오 2026-05-16 18:40 종로구에서 유세 장소를 추천,JG_0186,2026-05-16,토,18:40,종로구,황인재문,종로구 종로 288,종교시설,종교행사,"종교인,일반시민",연등회;종교;축제;야간;종교시설;종교행사;종로구;저녁,3,정원오20260516.jpg,3,True,황인재문
JG_20260517_1000_강남구_gtxa삼성역부실공사현장_JG_0187,정원오,정원오 2026-05-17 10:00 강남구에서 유세 장소를 추천,JG_0187,2026-05-17,일,10:00,강남구,GTX-A 삼성역 부실공사 현장,확인 필요,정책현장,현장방문,직장인,manual_visual_review;address_review_required;정책현장;현장방문;강남구;오전,3,정원오20260517.jpg,3,True,gtxa삼성역부실공사현장
JG_20260518_1330_종로구_청년서울살이현장_JG_0192,정원오,정원오 2026-05-18 13:30 종로구에서 유세 장소를 추천,JG_0192,2026-05-18,월,13:30,종로구,청년서울살이 현장,확인 필요,정책현장,현장방문,청년,manual_visual_review;address_review_required;정책현장;현장방문;종로구;오후,3,정원오20260518.jpg,3,True,청년서울살이현장
JG_20260518_1850_종로구_대학로마로니에공원_JG_0194,정원오,정원오 2026-05-18 18:50 종로구에서 유세 장소를 추천,JG_0194,2026-05-18,월,18:50,종로구,대학로 마로니에공원,확인 필요,공원,행사참석,청년,manual_visual_review;address_review_required;공원;행사참석;종로구;저녁,3,정원오20260518.jpg,3,True,대학로마로니에공원
