query_id,candidate_name,evaluation_context,gold_id,date,day_of_week,time,district,place_name,address,place_type,campaign_activity_type,target_voter_group,context_tags,gold_label_0_3,source_image,relevance,is_strong_positive,normalized_place_key
OH_20260518_1130_영등포구_서울청년취업사관학교_OH_0097,오세훈,오세훈 2026-05-18 11:30 영등포구에서 유세 장소를 추천,OH_0097,2026-05-18,월,11:30,영등포구,서울 청년취업사관학교,확인 필요,정책현장,현장방문,청년,manual_visual_review;address_review_required;정책현장;현장방문;영등포구;오전,3,오세훈0518.jpg,3,True,서울청년취업사관학교
OH_20260518_1220_영등포구_서울시창업지원시설_OH_0098,오세훈,오세훈 2026-05-18 12:20 영등포구에서 유세 장소를 추천,OH_0098,2026-05-18,월,12:20,영등포구,서울시 창업지원시설,확인 필요,정책현장,간담회,청년,manual_visual_review;address_review_required;정책현장;간담회;영등포구;오후,3,오세훈0518.jpg,3,True,서울시창업지원시설
OH_20260519_1000_종로구_창신동쪽방촌온기창고_OH_0102,오세훈,오세훈 2026-05-19 10:00 종로구에서 유세 장소를 추천,OH_0102,2026-05-19,화,10:00,종로구,창신동쪽방촌 온기창고,확인 필요,복지시설,현장방문,어르신,manual_visual_review;address_review_required;복지시설;현장방문;종로구;오전,3,오세훈0519.jpg,3,True,창신동쪽방촌온기창고
OH_20260519_1030_종로구_창신동문구완구거리_OH_0103,오세훈,오세훈 2026-05-19 10:30 종로구에서 유세 장소를 추천,OH_0103,2026-05-19,화,10:30,종로구,창신동 문구완구거리,확인 필요,골목상권,지역상권방문,상인,manual_visual_review;address_review_required;골목상권;지역상권방문;종로구;오전,3,오세훈0519.jpg,3,True,창신동문구완구거리
OH_20260521_0930_강북구_수유역_OH_0109,오세훈,오세훈 2026-05-21 09:30 강북구에서 유세 장소를 추천,OH_0109,2026-05-21,목,09:30,강북구,수유역,확인 필요,교통거점,출근인사,직장인,manual_visual_review;address_review_required;교통거점;출근인사;강북구;오전,3,오세훈0521.jpg,3,True,수유역
OH_20260521_1000_강북구_삼양사거리_OH_0110,오세훈,오세훈 2026-05-21 10:00 강북구에서 유세 장소를 추천,OH_0110,2026-05-21,목,10:00,강북구,삼양사거리,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;강북구;오전,3,오세훈0521.jpg,3,True,삼양사거리
OH_20260521_1100_서대문구_인왕시장_OH_0111,오세훈,오세훈 2026-05-21 11:00 서대문구에서 유세 장소를 추천,OH_0111,2026-05-21,목,11:00,서대문구,인왕시장,확인 필요,전통시장,지역상권방문,상인,manual_visual_review;address_review_required;전통시장;지역상권방문;서대문구;오전,3,오세훈0521.jpg,3,True,인왕시장
OH_20260521_1130_서대문구_국민은행홍제동점_OH_0112,오세훈,오세훈 2026-05-21 11:30 서대문구에서 유세 장소를 추천,OH_0112,2026-05-21,목,11:30,서대문구,국민은행 홍제동점,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;서대문구;오전,3,오세훈0521.jpg,3,True,국민은행홍제동점
OH_20260521_1300_영등포구_우리시장_OH_0113,오세훈,오세훈 2026-05-21 13:00 영등포구에서 유세 장소를 추천,OH_0113,2026-05-21,목,13:00,영등포구,우리시장,확인 필요,전통시장,지역상권방문,상인,manual_visual_review;address_review_required;전통시장;지역상권방문;영등포구;오후,3,오세훈0521.jpg,3,True,우리시장
OH_20260521_1410_구로구_베다니교회앞_OH_0114,오세훈,오세훈 2026-05-21 14:10 구로구에서 유세 장소를 추천,OH_0114,2026-05-21,목,14:10,구로구,베다니교회 앞,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;구로구;오후,3,오세훈0521.jpg,3,True,베다니교회앞
OH_20260521_1530_성북구_성신여대입구_OH_0115,오세훈,오세훈 2026-05-21 15:30 성북구에서 유세 장소를 추천,OH_0115,2026-05-21,목,15:30,성북구,성신여대입구,확인 필요,교통거점,거리인사,직장인,manual_visual_review;address_review_required;교통거점;거리인사;성북구;오후,3,오세훈0521.jpg,3,True,성신여대입구
OH_20260521_1730_동대문구_경동시장_OH_0116,오세훈,오세훈 2026-05-21 17:30 동대문구에서 유세 장소를 추천,OH_0116,2026-05-21,목,17:30,동대문구,경동시장,확인 필요,전통시장,지역상권방문,상인,manual_visual_review;address_review_required;전통시장;지역상권방문;동대문구;오후,3,오세훈0521.jpg,3,True,경동시장
OH_20260521_1800_동대문구_청량리역사거리_OH_0117,오세훈,오세훈 2026-05-21 18:00 동대문구에서 유세 장소를 추천,OH_0117,2026-05-21,목,18:00,동대문구,청량리역사거리,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;동대문구;저녁,3,오세훈0521.jpg,3,True,청량리역사거리
OH_20260521_2000_강남구_강남역_OH_0118,오세훈,오세훈 2026-05-21 20:00 강남구에서 유세 장소를 추천,OH_0118,2026-05-21,목,20:00,강남구,강남역,확인 필요,교통거점,거리인사,직장인,manual_visual_review;address_review_required;교통거점;거리인사;강남구;저녁,3,오세훈0521.jpg,3,True,강남역
OH_20260522_0730_동작구_보라매공원_OH_0119,오세훈,오세훈 2026-05-22 07:30 동작구에서 유세 장소를 추천,OH_0119,2026-05-22,금,07:30,동작구,보라매공원,확인 필요,공원,출근인사,일반시민,manual_visual_review;address_review_required;공원;출근인사;동작구;오전,3,오세훈0522.jpg,3,True,보라매공원
OH_20260522_1000_광진구_능동어린이대공원_OH_0120,오세훈,오세훈 2026-05-22 10:00 광진구에서 유세 장소를 추천,OH_0120,2026-05-22,금,10:00,광진구,능동어린이대공원,확인 필요,공원,현장방문,일반시민,manual_visual_review;address_review_required;공원;현장방문;광진구;오전,3,오세훈0522.jpg,3,True,능동어린이대공원
OH_20260522_1030_광진구_건대입구롯데백화점앞_OH_0121,오세훈,오세훈 2026-05-22 10:30 광진구에서 유세 장소를 추천,OH_0121,2026-05-22,금,10:30,광진구,건대입구 롯데백화점 앞,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;광진구;오전,3,오세훈0522.jpg,3,True,건대입구롯데백화점앞
OH_20260522_1130_성동구_뚝도시장_OH_0122,오세훈,오세훈 2026-05-22 11:30 성동구에서 유세 장소를 추천,OH_0122,2026-05-22,금,11:30,성동구,뚝도시장,확인 필요,전통시장,지역상권방문,상인,manual_visual_review;address_review_required;전통시장;지역상권방문;성동구;오전,3,오세훈0522.jpg,3,True,뚝도시장
OH_20260522_1150_성동구_성수역사거리_OH_0123,오세훈,오세훈 2026-05-22 11:50 성동구에서 유세 장소를 추천,OH_0123,2026-05-22,금,11:50,성동구,성수역 사거리,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;성동구;오전,3,오세훈0522.jpg,3,True,성수역사거리
OH_20260522_1220_성동구_성수역일대_OH_0124,오세훈,오세훈 2026-05-22 12:20 성동구에서 유세 장소를 추천,OH_0124,2026-05-22,금,12:20,성동구,성수역 일대,확인 필요,교통거점,거리인사,직장인,manual_visual_review;address_review_required;교통거점;거리인사;성동구;오후,3,오세훈0522.jpg,3,True,성수역일대
OH_20260522_1400_용산구_용문전통시장_OH_0125,오세훈,오세훈 2026-05-22 14:00 용산구에서 유세 장소를 추천,OH_0125,2026-05-22,금,14:00,용산구,용문전통시장,확인 필요,전통시장,지역상권방문,상인,manual_visual_review;address_review_required;전통시장;지역상권방문;용산구;오후,3,오세훈0522.jpg,3,True,용문전통시장
OH_20260522_1500_동작구_남성시장_OH_0126,오세훈,오세훈 2026-05-22 15:00 동작구에서 유세 장소를 추천,OH_0126,2026-05-22,금,15:00,동작구,남성시장,확인 필요,전통시장,지역상권방문,상인,manual_visual_review;address_review_required;전통시장;지역상권방문;동작구;오후,3,오세훈0522.jpg,3,True,남성시장
OH_20260522_1530_동작구_이수역14번출구_OH_0127,오세훈,오세훈 2026-05-22 15:30 동작구에서 유세 장소를 추천,OH_0127,2026-05-22,금,15:30,동작구,이수역 14번 출구,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;동작구;오후,3,오세훈0522.jpg,3,True,이수역14번출구
OH_20260522_1730_영등포구_영등포지하상가_OH_0128,오세훈,오세훈 2026-05-22 17:30 영등포구에서 유세 장소를 추천,OH_0128,2026-05-22,금,17:30,영등포구,영등포 지하상가,확인 필요,골목상권,지역상권방문,상인,manual_visual_review;address_review_required;골목상권;지역상권방문;영등포구;오후,3,오세훈0522.jpg,3,True,영등포지하상가
OH_20260522_1900_마포구_홍대상상마당_OH_0129,오세훈,오세훈 2026-05-22 19:00 마포구에서 유세 장소를 추천,OH_0129,2026-05-22,금,19:00,마포구,홍대상상마당,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;마포구;저녁,3,오세훈0522.jpg,3,True,홍대상상마당
OH_20260524_1500_중구_돈화문사거리_OH_0134,오세훈,오세훈 2026-05-24 15:00 중구에서 유세 장소를 추천,OH_0134,2026-05-24,일,15:00,중구,돈화문 사거리,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;중구;오후,3,오세훈0524.jpg,3,True,돈화문사거리
OH_20260524_1630_중랑구_동원시장_OH_0135,오세훈,오세훈 2026-05-24 16:30 중랑구에서 유세 장소를 추천,OH_0135,2026-05-24,일,16:30,중랑구,동원시장,확인 필요,전통시장,지역상권방문,상인;직장인,manual_visual_review;address_review_required;전통시장;지역상권방문;중랑구;오후,3,오세훈0524.jpg,3,True,동원시장
OH_20260524_2000_서초구_잠수교_OH_0137,오세훈,오세훈 2026-05-24 20:00 서초구에서 유세 장소를 추천,OH_0137,2026-05-24,일,20:00,서초구,잠수교,확인 필요,공원,거리인사,일반시민,manual_visual_review;address_review_required;공원;거리인사;서초구;저녁,3,오세훈0524.jpg,3,True,잠수교
OH_20260525_0820_관악구_서울농산관_OH_0138,오세훈,오세훈 2026-05-25 08:20 관악구에서 유세 장소를 추천,OH_0138,2026-05-25,월,08:20,관악구,서울농산관,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;관악구;오전,3,오세훈0525.jpg,3,True,서울농산관
OH_20260525_1000_도봉구_도봉산입구_OH_0139,오세훈,오세훈 2026-05-25 10:00 도봉구에서 유세 장소를 추천,OH_0139,2026-05-25,월,10:00,도봉구,도봉산 입구,확인 필요,공원,거리인사,일반시민,manual_visual_review;address_review_required;공원;거리인사;도봉구;오전,3,오세훈0525.jpg,3,True,도봉산입구
OH_20260525_1030_도봉구_방학역_OH_0140,오세훈,오세훈 2026-05-25 10:30 도봉구에서 유세 장소를 추천,OH_0140,2026-05-25,월,10:30,도봉구,방학역,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;도봉구;오전,3,오세훈0525.jpg,3,True,방학역
OH_20260525_1130_노원구_경춘선숲길_OH_0141,오세훈,오세훈 2026-05-25 11:30 노원구에서 유세 장소를 추천,OH_0141,2026-05-25,월,11:30,노원구,경춘선 숲길,확인 필요,공원,거리인사,일반시민,manual_visual_review;address_review_required;공원;거리인사;노원구;오전,3,오세훈0525.jpg,3,True,경춘선숲길
OH_20260525_1400_중구_백학시장_OH_0142,오세훈,오세훈 2026-05-25 14:00 중구에서 유세 장소를 추천,OH_0142,2026-05-25,월,14:00,중구,백학시장,확인 필요,전통시장,지역상권방문,상인,manual_visual_review;address_review_required;전통시장;지역상권방문;중구;오후,3,오세훈0525.jpg,3,True,백학시장
OH_20260525_1430_중구_신당역_OH_0143,오세훈,오세훈 2026-05-25 14:30 중구에서 유세 장소를 추천,OH_0143,2026-05-25,월,14:30,중구,신당역,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;중구;오후,3,오세훈0525.jpg,3,True,신당역
OH_20260525_1530_광진구_어린이대공원_OH_0144,오세훈,오세훈 2026-05-25 15:30 광진구에서 유세 장소를 추천,OH_0144,2026-05-25,월,15:30,광진구,어린이대공원,확인 필요,공원,현장방문,일반시민,manual_visual_review;address_review_required;공원;현장방문;광진구;오후,3,오세훈0525.jpg,3,True,어린이대공원
OH_20260525_1700_강남구_수서역만남의광장_OH_0145,오세훈,오세훈 2026-05-25 17:00 강남구에서 유세 장소를 추천,OH_0145,2026-05-25,월,17:00,강남구,수서역 만남의 광장,확인 필요,교통거점,거리유세,직장인,manual_visual_review;address_review_required;교통거점;거리유세;강남구;오후,3,오세훈0525.jpg,3,True,수서역만남의광장
OH_20260525_1740_강남구_개포동시장_OH_0146,오세훈,오세훈 2026-05-25 17:40 강남구에서 유세 장소를 추천,OH_0146,2026-05-25,월,17:40,강남구,개포동 시장,확인 필요,전통시장,지역상권방문,상인,manual_visual_review;address_review_required;전통시장;지역상권방문;강남구;오후,3,오세훈0525.jpg,3,True,개포동시장
OH_20260525_1930_성동구_성수동골목상권_OH_0147,오세훈,오세훈 2026-05-25 19:30 성동구에서 유세 장소를 추천,OH_0147,2026-05-25,월,19:30,성동구,성수동 골목상권,확인 필요,골목상권,지역상권방문,상인,manual_visual_review;address_review_required;골목상권;지역상권방문;성동구;저녁,3,오세훈0525.jpg,3,True,성수동골목상권
