gold_id,candidate_name,date,day_of_week,d_day,time,district,place_name,address,event_title,place_type,campaign_activity_type,online_offline,target_voter_group,context_tags,gold_label_0_3,gold_label_reason,use_for_place_recommendation,use_for_message_recommendation,source_image,time_slot,normalized_place_key,is_strong_positive
GWON2_050,정원오,2026-04-24,금,D-40,14:45,성동구,아지오 성수점,"성동구 왕십리로 63, D24-1",아지오 성수점 오픈세레모니 꿈꾸는 아지오,골목상권,방문인사,오프라인,"상인,지역주민,장애인","골목상권,오픈세레모니,사회적가치,오후",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,TRUE,TRUE,정원오20260424.jpg,afternoon,아지오성수점,True
GWON2_051,정원오,2026-04-24,금,D-40,16:50,성동구,금남시장,성동구 금호산2길 29-2,성동 하나씩 착착!,전통시장,지역상권방문,오프라인,"상인,지역주민","전통시장,지역상권,오후",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,TRUE,TRUE,정원오20260424.jpg,afternoon,금남시장,True
GWON2_052,정원오,2026-04-25,토,D-39,09:00,서초구,잠수대교 남단,서초구 반포동 649-1,정원오의 찾아가는 현장: 러닝편,공원,체육행사,오프라인,"체육인,일반시민,지역주민","러닝,체육,주말,한강,오전",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,TRUE,TRUE,정원오20260425.jpg,morning,잠수대교남단,True
GWON2_053,정원오,2026-04-25,토,D-39,11:40,중구,남대문시장,중구 남대문시장2길 12 (망고커피 앞),중구 하나씩 착착!,전통시장,지역상권방문,오프라인,"상인,지역주민,관광객","전통시장,지역상권,주말,오전",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,TRUE,TRUE,정원오20260425.jpg,morning,남대문시장,True
GWON2_055,정원오,2026-04-26,일,D-38,11:55,영등포구,광야홈리스복지센터,영등포구 경인로100길 3,배식봉사 및 오찬,복지시설,복지현장방문,오프라인,"노년층,취약계층,지역주민","복지,봉사,오찬,주말",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,TRUE,TRUE,정원오20260426.jpg,morning,광야홈리스복지센터,True
GWON2_056,정원오,2026-04-27,월,D-37,10:20,서초구,광수약국,"서초구 서초중앙로 42, 블루핀타워 107호",정원오의 찾아가는 현장: 약국편,정책현장,현장방문,오프라인,"일반시민,지역주민","약국,민생,현장방문,오전",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,TRUE,TRUE,정원오20260427.jpg,morning,광수약국,True
GWON2_057,정원오,2026-04-27,월,D-37,11:00,서초구,서울고속버스터미널 지하상가,서초구 신반포로 189,서초 하나씩 착착!,골목상권,지역상권방문,오프라인,"상인,지역주민,이동인구","지하상가,교통거점,지역상권,오전",3,실제 오프라인 방문이며 장소성과 지역 유권자 접촉 가능성이 높아 장소 추천 평가의 강한 정답으로 적합하다.,TRUE,TRUE,정원오20260427.jpg,morning,서울고속버스터미널지하상가,True
GWON3_001,정원오,2026-04-29,수,D-35,10:50,성북구,장위14주택재개발구역,성북구 장위로 44,정원오의 찾아가는 현장 : 재개발편,재개발/도시개발현장,현장방문,오프라인,지역주민,"재개발,주거,현장방문,오전",3,재개발 현장을 직접 방문한 오프라인 일정으로 지역 현장성과 장소성이 명확하다.,TRUE,TRUE,정원오20260429.jpg,morning,장위14주택재개발구역,True
GWON3_003,정원오,2026-04-29,수,D-35,12:00,성북구,정릉공영차고지,성북구 보국문로 145,정원오의 찾아가는 현장 : 정릉공영차고지 편,교통거점,현장방문,오프라인,"지역주민,직장인","교통,차고지,현장방문,생활현장",3,교통 관련 생활 현장을 직접 방문한 일정으로 장소 추천 평가에 활용 가능하다.,TRUE,TRUE,정원오20260429.jpg,afternoon,정릉공영차고지,True
GWON3_005,정원오,2026-04-30,목,D-34,05:00,양천구,신정차량사업소,양천구 목동동로3길 41,정원오의 찾아가는 현장 : 새벽을 여는 노동자편(지하철),노동현장,현장방문,오프라인,"노동자,직장인","노동,교통,새벽,현장방문",3,새벽 노동 현장을 직접 방문한 일정으로 현장성과 유권자 접촉 가능성이 높다.,TRUE,TRUE,정원오20260430.jpg,morning,신정차량사업소,True
GWON3_006,정원오,2026-04-30,목,D-34,05:40,양천구,양천공영차고지,양천구 신정로7길 17,정원오의 찾아가는 현장 : 새벽을 여는 노동자편(버스),노동현장,현장방문,오프라인,"노동자,직장인","노동,버스,새벽,현장방문",3,버스 노동 현장을 직접 방문한 일정으로 장소성과 현장성이 뚜렷하다.,TRUE,TRUE,정원오20260430.jpg,morning,양천공영차고지,True
GWON3_012,정원오,2026-04-30,목,D-34,15:00,금천구,금천 현대시장,금천구 금하로 631,금천 하나씩 착착!,전통시장,지역상권방문,오프라인,"상인,지역주민","전통시장,상권,지역방문,오후",3,전통시장 방문으로 지역 유권자·상인 접촉 가능성이 높아 강한 정답이다.,TRUE,TRUE,정원오20260430.jpg,afternoon,금천현대시장,True
GWON3_014,정원오,2026-05-01,금,D-33,14:00,마포구,여의도공원 10번 출구,여의도공원 10번 출구,"제136주년 세계노동절 기념 한국노총 전국노동자대회 더찾은 노동절, 더 큰 전진으로! 한국노총!",노동현장,기념행사,오프라인,"노동자,일반시민","노동절,노동,집회,기념행사",3,대규모 노동자대회 현장 방문으로 유권자 접촉 가능성과 장소성이 높다.,TRUE,TRUE,정원오20260501.jpg,afternoon,여의도공원10번출구,True
GWON3_015,정원오,2026-05-02,토,D-32,07:00,마포구,마포구 월드컵로 251,마포구 월드컵로 251,제26회 여성마라톤,체육시설,체육행사,오프라인,"여성,체육인,일반시민","체육행사,여성,주말,오전",3,대중 참여 체육행사로 현장 접촉 가능성이 높아 장소 추천 정답으로 적합하다.,TRUE,TRUE,정원오20260502.jpg,morning,마포구월드컵로251,True
GWON3_016,정원오,2026-05-02,토,D-32,10:00,동대문구,밥퍼나눔운동본부,동대문구 황물로 8,밥퍼나눔운동본부,복지시설,복지현장방문,오프라인,"노년층,취약계층,지역주민","복지,나눔,현장방문",3,복지 현장을 직접 방문한 일정으로 장소성과 사회정책 메시지가 명확하다.,TRUE,TRUE,정원오20260502.jpg,morning,밥퍼나눔운동본부,True
GWON3_018,정원오,2026-05-03,일,D-31,08:30,용산구,효창운동장,용산구 효창원로 177-15,제44회 서울특별시장기 축구대회 개회식,체육시설,체육행사,오프라인,"체육인,지역주민","체육행사,축구,개회식",3,체육대회 개회식은 지역 생활체육인 접촉 가능성이 높은 오프라인 현장이다.,TRUE,TRUE,정원오20260503.jpg,morning,효창운동장,True
GWON3_024,정원오,2026-05-04,월,D-30,14:30,영등포구,한국거래소,영등포구 여의나루로 76,정원오의 찾아가는 현장 : 금융편,정책현장,현장방문,오프라인,"직장인,금융업 종사자","금융,현장방문,직장인",3,금융 현장을 직접 방문한 일정으로 직장인 접촉 및 정책 현장성이 명확하다.,TRUE,TRUE,정원오20260504.jpg,afternoon,한국거래소,True
GWON3_025,정원오,2026-05-05,화,D-29,11:00,광진구,서울어린이대공원,아차산역 3번 출구,2026 서울어린이정원 페스티벌,어린이/가족시설,기념행사,오프라인,"가족/어린이,일반시민","어린이날,가족,축제,공원",3,어린이날 가족 행사로 대중 접촉 가능성이 높아 강한 장소 추천 정답이다.,TRUE,TRUE,정원오20260505.jpg,morning,서울어린이대공원,True
GWON3_026,정원오,2026-05-05,화,D-29,13:00,송파구,잠실종합운동장,송파구 올림픽로 19-2,정원오의 찾아가는 현장 : 잠실야구장편,체육시설,현장방문,오프라인,"가족/어린이,체육인,일반시민","야구장,체육시설,어린이날,현장방문",3,대중이 모이는 체육시설 방문으로 장소성과 접촉 가능성이 높다.,TRUE,TRUE,정원오20260505.jpg,afternoon,잠실종합운동장,True
GWON3_028,정원오,2026-05-06,수,D-28,10:40,중구,장충체육관,중구 동호로 241,대한노인회 서울시연합회 제54회 어버이날 기념행사,복지시설,기념행사,오프라인,"노년층,일반시민","어버이날,노년층,기념행사,복지",3,어버이날 기념행사는 노년층 접촉 가능성이 높은 오프라인 현장이다.,TRUE,TRUE,정원오20260506.jpg,morning,장충체육관,True
GWON3_036,정원오,2026-05-07,목,D-27,16:00,송파구,송파 거여새마을지구 공공재개발 현장,송파구 오금로 528,정원오의 찾아가는 현장⑩ : 송파 거여새마을지구 공공재개발 현장,재개발/도시개발현장,현장방문,오프라인,지역주민,"재개발,주거,현장방문,송파",3,재개발 현장 방문으로 지역 현장성과 장소 추천 활용성이 높다.,TRUE,TRUE,정원오20260507.jpg,afternoon,송파거여새마을지구공공재개발현장,True
GWON3_037,정원오,2026-05-07,목,D-27,17:00,송파구,새마을전통시장,송파구 석촌호수로 78,송파 하나씩 착착! 새마을전통시장,전통시장,지역상권방문,오프라인,"상인,지역주민","전통시장,상권,송파,오후",3,전통시장 방문은 지역 유권자와 상인 접촉 가능성이 높은 강한 정답이다.,TRUE,TRUE,정원오20260507.jpg,afternoon,새마을전통시장,True
GWON3_040,정원오,2026-05-08,금,D-26,15:00,강남구,개포우성7차아파트 1015~105동 사이,강남구 개포로110길 15,정원오의 찾아가는 현장⑪ : 강남 재건축편,재개발/도시개발현장,현장방문,오프라인,지역주민,"재건축,주거,현장방문,강남",3,재건축 생활 현장을 직접 방문한 일정으로 지역 현장성이 높다.,TRUE,TRUE,정원오20260508.jpg,afternoon,개포우성7차아파트1015105동사이,True
GWON3_042,정원오,2026-05-09,토,D-25,11:45,영등포구,샛강생태공원,영등포구 여의동로 48 윤중초교 앞 삼거리,정원오의 찾아가는 현장⑫ : 샛강생태공원편,공원,현장방문,오프라인,"지역주민,일반시민","공원,생태,현장방문,주말",3,공원 현장 방문은 대중 접촉 가능성이 높고 장소성이 명확하다.,TRUE,TRUE,정원오20260509.jpg,morning,샛강생태공원,True
