trial_id,baseline_weight,district_weight,place_type_weight,time_weight,context_weight,target_weight,rank_weight,train_P@1,train_R@1,train_NDCG@1,train_P@3,train_R@3,train_NDCG@3,train_P@5,train_R@5,train_NDCG@5,train_P@10,train_R@10,train_NDCG@10,train_optimization_score
11,1.0,0.2,0.2,0.2,0.2,0.1,0.05,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.10734463276836159,0.3220338983050847,0.2233621657990359,0.09999999999999998,0.5,0.29740827989792823,0.08135593220338981,0.8135593220338984,0.3990943499011397,0.27369432190042714
12,1.0,0.5,0.3,0.1,0.2,0.05,0.05,0.2796610169491525,0.2796610169491525,0.2796610169491525,0.18361581920903952,0.5508474576271186,0.4363361467615059,0.1406779661016949,0.7033898305084746,0.4994328568415832,0.09152542372881353,0.9152542372881356,0.5689227045720057,0.41135458501828104
13,1.0,0.2,0.2,0.0,0.1,0.2,0.1,0.06779661016949153,0.06779661016949153,0.06779661016949153,0.08192090395480227,0.2457627118644068,0.17453284794189255,0.09152542372881353,0.4576271186440678,0.2616926165233117,0.07796610169491523,0.7796610169491526,0.3638601577706933,0.2478030326208726
14,1.0,0.5,0.2,0.05,0.1,0.2,0.1,0.211864406779661,0.211864406779661,0.211864406779661,0.16384180790960448,0.4915254237288136,0.37055767636198966,0.12881355932203384,0.6440677966101694,0.4325402232851469,0.08728813559322031,0.8728813559322034,0.505108530340869,0.36269194042156405
15,1.0,0.5,0.3,0.2,0.0,0.2,0.0,0.17796610169491525,0.17796610169491525,0.17796610169491525,0.1384180790960452,0.4152542372881356,0.31769207896489576,0.11864406779661014,0.5932203389830508,0.3902526421878948,0.08474576271186438,0.847457627118644,0.4734492082439456,0.3344925336198442
16,1.0,0.7,0.3,0.0,0.0,0.1,0.0,0.1864406779661017,0.1864406779661017,0.1864406779661017,0.1610169491525423,0.4830508474576271,0.35804682055085263,0.1254237288135593,0.6271186440677966,0.41600817841543153,0.08389830508474574,0.8389830508474576,0.48607463844046905,0.3453803607422998
17,1.0,0.4,0.3,0.1,0.1,0.0,0.05,0.22033898305084745,0.22033898305084745,0.22033898305084745,0.15819209039548018,0.4745762711864407,0.3652108140435875,0.12203389830508471,0.6101694915254238,0.4202651460065081,0.0889830508474576,0.8898305084745762,0.5111479232966754,0.36681137767361033
18,1.0,0.2,0.1,0.2,0.05,0.1,0.1,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.07062146892655366,0.211864406779661,0.14467082239709736,0.07627118644067796,0.3813559322033898,0.21395297199946472,0.07627118644067796,0.7627118644067796,0.33492261057773576,0.22795737697904367
19,1.0,0.5,0.0,0.1,0.05,0.1,0.0,0.2288135593220339,0.2288135593220339,0.2288135593220339,0.16666666666666663,0.5,0.38326954076876935,0.12881355932203387,0.6440677966101694,0.44271644950924155,0.08898305084745761,0.8898305084745762,0.521294412444059,0.3748541742989235
20,1.0,0.4,0.1,0.0,0.0,0.0,0.0,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.12711864406779663,0.3813559322033898,0.2909577673728848,0.10508474576271182,0.5254237288135594,0.35003328839438363,0.08050847457627115,0.8050847457627118,0.43977123525838663,0.3127334916624692
21,1.0,0.2,0.0,0.1,0.1,0.2,0.05,0.06779661016949153,0.06779661016949153,0.06779661016949153,0.07909604519774012,0.23728813559322035,0.1680764114406814,0.08474576271186438,0.423728813559322,0.24577232687917877,0.08050847457627115,0.8050847457627118,0.3686045436626211,0.2507630027112959
22,1.0,0.2,0.0,0.1,0.1,0.0,0.1,0.059322033898305086,0.059322033898305086,0.059322033898305086,0.07344632768361581,0.22033898305084745,0.15536454703390176,0.0830508474576271,0.4152542372881356,0.23559610065508418,0.07881355932203388,0.788135593220339,0.35296885211126056,0.24017751631803724
23,1.0,0.2,0.1,0.2,0.2,0.2,0.1,0.06779661016949153,0.06779661016949153,0.06779661016949153,0.09322033898305085,0.2796610169491525,0.19148200048426542,0.0949152542372881,0.4745762711864407,0.2713421663864745,0.07881355932203388,0.788135593220339,0.3721346634496157,0.25414543729211125
24,1.0,0.3,0.0,0.1,0.1,0.1,0.05,0.15254237288135594,0.15254237288135594,0.15254237288135594,0.11864406779661017,0.3559322033898305,0.2697713266949187,0.09999999999999998,0.5,0.33033239859231084,0.08474576271186439,0.847457627118644,0.44338125200515016,0.311793607693328
25,1.0,0.3,0.0,0.2,0.2,0.05,0.05,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.13559322033898305,0.4067796610169492,0.3092175026937093,0.11525423728813554,0.576271186440678,0.37961381545299655,0.08644067796610168,0.864406779661017,0.4729468537600594,0.33298902593466484
26,1.0,0.4,0.2,0.2,0.0,0.05,0.1,0.15254237288135594,0.15254237288135594,0.15254237288135594,0.12711864406779663,0.3813559322033898,0.28359276528450733,0.09999999999999998,0.5,0.33171888228719115,0.08050847457627117,0.8050847457627118,0.43125049633110507,0.3050054703260563
27,1.0,0.5,0.0,0.2,0.05,0.05,0.1,0.19491525423728814,0.19491525423728814,0.19491525423728814,0.14124293785310732,0.423728813559322,0.3248560724576306,0.11186440677966097,0.559322033898305,0.37991040442055113,0.08389830508474574,0.8389830508474576,0.4705485227086549,0.3367541298406846
28,1.0,0.2,0.0,0.1,0.05,0.0,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.0847457627118644,0.2542372881355932,0.1890618435230049,0.09491525423728811,0.4745762711864407,0.27912863800608245,0.08050847457627115,0.8050847457627118,0.38343104947689205,0.26657374867284445
29,1.0,0.4,0.3,0.2,0.2,0.1,0.0,0.2542372881355932,0.2542372881355932,0.2542372881355932,0.18644067796610167,0.559322033898305,0.43119029303874634,0.1372881355932203,0.6864406779661016,0.48333759910000845,0.08813559322033895,0.8813559322033898,0.5476029140130605,0.39437288431135076
30,1.0,0.3,0.0,0.0,0.2,0.2,0.05,0.17796610169491525,0.17796610169491525,0.17796610169491525,0.14124293785310732,0.423728813559322,0.3230389412832979,0.11864406779661013,0.5932203389830508,0.39343525404258517,0.08728813559322031,0.8728813559322034,0.48426721854911864,0.34138618185942315
31,1.0,0.5,0.3,0.05,0.0,0.05,0.05,0.17796610169491525,0.17796610169491525,0.17796610169491525,0.1384180790960452,0.4152542372881356,0.3132537822336599,0.11694915254237284,0.5847457627118644,0.3832787072739739,0.0830508474576271,0.8305084745762712,0.46344761509252025,0.32912756923718434
32,1.0,0.5,0.1,0.2,0.05,0.2,0.0,0.2288135593220339,0.2288135593220339,0.2288135593220339,0.1610169491525423,0.4830508474576271,0.37590453868039186,0.1372881355932203,0.6864406779661016,0.45978589364117933,0.08898305084745761,0.8898305084745762,0.5255657038375349,0.3760666404109338
33,1.0,0.5,0.2,0.2,0.2,0.05,0.05,0.2796610169491525,0.2796610169491525,0.2796610169491525,0.18079096045197737,0.5423728813559322,0.43098928444310375,0.1406779661016949,0.7033898305084746,0.49699302042483934,0.09067796610169489,0.9067796610169492,0.5634641631797702,0.40803166615246755
34,1.0,0.4,0.3,0.1,0.1,0.0,0.0,0.23728813559322035,0.23728813559322035,0.23728813559322035,0.17231638418079093,0.5169491525423728,0.40041970190678483,0.13220338983050842,0.6610169491525424,0.45800967205239046,0.0889830508474576,0.8898305084745762,0.5328539913382865,0.382487597533372
35,1.0,0.4,0.0,0.2,0.2,0.0,0.1,0.22033898305084745,0.22033898305084745,0.22033898305084745,0.15819209039548018,0.4745762711864407,0.3652108140435875,0.11864406779661014,0.5932203389830508,0.4137083187652446,0.08559322033898303,0.8559322033898306,0.49855424520337577,0.3586747767816334
36,1.0,0.3,0.0,0.1,0.2,0.0,0.1,0.16101694915254236,0.16101694915254236,0.16101694915254236,0.12429378531073446,0.3728813559322034,0.28581191365012526,0.10508474576271182,0.5254237288135594,0.3492800114491758,0.08644067796610168,0.864406779661017,0.4590655008844598,0.3227350722022163
37,1.0,0.4,0.1,0.1,0.05,0.05,0.0,0.211864406779661,0.211864406779661,0.211864406779661,0.15536723163841804,0.4661016949152542,0.3545170894067831,0.11694915254237286,0.5847457627118644,0.40338598184741353,0.08813559322033897,0.8813559322033898,0.4997086270331388,0.35876807595877364
38,1.0,0.5,0.0,0.1,0.05,0.0,0.05,0.2033898305084746,0.2033898305084746,0.2033898305084746,0.1468926553672316,0.4406779661016949,0.3386775110472192,0.11694915254237286,0.5847457627118644,0.39849580750666475,0.08644067796610168,0.864406779661017,0.4874984333395358,0.3489860335897415
39,1.0,0.3,0.1,0.2,0.1,0.2,0.1,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.11581920903954804,0.3474576271186441,0.25705946228813903,0.10338983050847454,0.5169491525423728,0.32782716276639967,0.08220338983050846,0.8220338983050848,0.4262917283136772,0.2988066246837983
40,1.0,0.7,0.1,0.05,0.0,0.05,0.0,0.17796610169491525,0.17796610169491525,0.17796610169491525,0.14406779661016947,0.4322033898305085,0.3283858036017001,0.11864406779661014,0.5932203389830508,0.394760927302409,0.0830508474576271,0.8305084745762712,0.47284768080504974,0.3337170272648182
41,1.0,0.7,0.2,0.1,0.0,0.1,0.1,0.17796610169491525,0.17796610169491525,0.17796610169491525,0.1468926553672316,0.4406779661016949,0.3326230917372933,0.12711864406779658,0.635593220338983,0.4124832576395024,0.08389830508474574,0.8389830508474576,0.4795310126890482,0.33831608042986744
42,1.0,0.2,0.0,0.0,0.1,0.0,0.1,0.059322033898305086,0.059322033898305086,0.059322033898305086,0.07344632768361581,0.22033898305084745,0.15536454703390176,0.0830508474576271,0.4152542372881356,0.23559610065508418,0.07966101694915254,0.7966101694915254,0.35638308458772966,0.2422199553119201
43,1.0,0.7,0.0,0.0,0.2,0.0,0.0,0.3305084745762712,0.3305084745762712,0.3305084745762712,0.19774011299435024,0.5932203389830508,0.4862750388014582,0.14067796610169486,0.7033898305084746,0.5303799667455636,0.09152542372881355,0.9152542372881356,0.5991069652000132,0.4374557994019255
44,1.0,0.7,0.1,0.0,0.2,0.0,0.0,0.3305084745762712,0.3305084745762712,0.3305084745762712,0.2005649717514124,0.6016949152542372,0.49051232693705143,0.14745762711864402,0.7372881355932204,0.5451952711809986,0.09237288135593219,0.923728813559322,0.605303875003472,0.4417151133133621
45,1.0,0.2,0.3,0.05,0.1,0.05,0.1,0.06779661016949153,0.06779661016949153,0.06779661016949153,0.08192090395480225,0.2457627118644068,0.17342327375908362,0.08813559322033897,0.4406779661016949,0.253654827380266,0.08050847457627115,0.8050847457627118,0.3693610968563307,0.2519317511313542
46,1.0,0.5,0.2,0.2,0.1,0.05,0.0,0.2796610169491525,0.2796610169491525,0.2796610169491525,0.17231638418079093,0.5169491525423728,0.419386994219133,0.1406779661016949,0.7033898305084746,0.49596874650071043,0.09067796610169489,0.9067796610169492,0.5620223137959588,0.4058321036138963
47,1.0,0.4,0.1,0.0,0.0,0.05,0.0,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.12994350282485875,0.3898305084745763,0.295195055508478,0.10508474576271182,0.5254237288135594,0.35099216290934526,0.07966101694915252,0.7966101694915254,0.4381289802575389,0.3118762165364663
48,1.0,0.3,0.3,0.05,0.0,0.0,0.05,0.11864406779661017,0.11864406779661017,0.11864406779661017,0.1016949152542373,0.3050847457627119,0.22517929697336858,0.0949152542372881,0.4745762711864407,0.29594699745162917,0.07966101694915254,0.7966101694915254,0.40038562456851107,0.2792875109718602
49,1.0,0.3,0.1,0.2,0.1,0.2,0.05,0.15254237288135594,0.15254237288135594,0.15254237288135594,0.12429378531073446,0.3728813559322034,0.27824590296610513,0.10677966101694912,0.5338983050847458,0.345735189823734,0.08389830508474574,0.8389830508474576,0.44506400438720584,0.3133430230044486
50,1.0,0.2,0.3,0.05,0.05,0.0,0.0,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.09322033898305085,0.2796610169491525,0.20823014443099572,0.10169491525423725,0.5084745762711864,0.30194674025367824,0.08220338983050847,0.8220338983050848,0.40154303500807376,0.27909938428672415
51,1.0,0.3,0.0,0.1,0.05,0.05,0.1,0.1271186440677966,0.1271186440677966,0.1271186440677966,0.09887005649717515,0.2966101694915254,0.22628887115617755,0.08983050847457626,0.4491525423728814,0.2901283566742014,0.08050847457627115,0.8050847457627118,0.4048847666627796,0.2827548660720859
52,1.0,0.7,0.0,0.05,0.0,0.1,0.05,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1468926553672316,0.4406779661016949,0.32949537778450905,0.11694915254237284,0.5847457627118644,0.38894228652498125,0.0830508474576271,0.8305084745762712,0.46928489572714066,0.33074688864574214
53,1.0,0.3,0.3,0.0,0.1,0.2,0.05,0.17796610169491525,0.17796610169491525,0.17796610169491525,0.1384180790960452,0.4152542372881356,0.31547293059927783,0.1084745762711864,0.5423728813559322,0.3687343998174599,0.08474576271186439,0.847457627118644,0.4674143004429249,0.3313633667369446
54,1.0,0.2,0.2,0.0,0.1,0.2,0.05,0.07627118644067797,0.07627118644067797,0.07627118644067797,0.08757062146892657,0.2627118644067797,0.18835428653148117,0.0949152542372881,0.4745762711864407,0.2766282182698203,0.07966101694915252,0.7966101694915254,0.3797315252507938,0.258640497114614
55,1.0,0.2,0.1,0.2,0.2,0.1,0.05,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.096045197740113,0.288135593220339,0.20530343907385407,0.10169491525423727,0.5084745762711864,0.2964843967138516,0.08135593220338981,0.8135593220338984,0.39425818880150104,0.26991127003532767
56,1.0,0.4,0.0,0.0,0.05,0.1,0.1,0.17796610169491525,0.17796610169491525,0.17796610169491525,0.1384180790960452,0.4152542372881356,0.3121442080508509,0.10677966101694912,0.5338983050847458,0.36027032505353473,0.08220338983050846,0.8220338983050848,0.45283995498567725,0.3235504814201283
57,1.0,0.2,0.2,0.0,0.05,0.0,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.08192090395480225,0.2457627118644068,0.18593412957022062,0.10169491525423725,0.5084745762711864,0.2942499307513233,0.08135593220338981,0.8135593220338984,0.3919141547627329,0.2705032875002899
58,1.0,0.3,0.3,0.1,0.1,0.1,0.0,0.1864406779661017,0.1864406779661017,0.1864406779661017,0.15254237288135591,0.4576271186440678,0.34644453032688194,0.11864406779661013,0.5932203389830508,0.4022416377277491,0.08644067796610168,0.864406779661017,0.4912146180606825,0.3473488451347982
59,1.0,0.7,0.2,0.0,0.05,0.05,0.0,0.2711864406779661,0.2711864406779661,0.2711864406779661,0.18079096045197737,0.5423728813559322,0.4278615704903195,0.14237288135593218,0.711864406779661,0.49714372009268676,0.08983050847457626,0.8983050847457628,0.5581964838118177,0.40339136820419275
60,1.0,0.3,0.3,0.05,0.05,0.05,0.05,0.1440677966101695,0.1440677966101695,0.1440677966101695,0.11299435028248588,0.3389830508474576,0.25705946228813903,0.10169491525423725,0.5084745762711864,0.32782716276639967,0.08305084745762711,0.8305084745762712,0.43245124193864565,0.3031940928706164
61,1.0,0.5,0.0,0.2,0.1,0.0,0.0,0.2542372881355932,0.2542372881355932,0.2542372881355932,0.16949152542372875,0.5084745762711864,0.406876138407996,0.1338983050847457,0.6694915254237288,0.4732512621087049,0.08898305084745761,0.8898305084745762,0.5438880575203884,0.39019132860671213
62,1.0,0.3,0.1,0.1,0.1,0.05,0.0,0.17796610169491525,0.17796610169491525,0.17796610169491525,0.14406779661016947,0.4322033898305085,0.3272762294188911,0.11186440677966097,0.559322033898305,0.37942353548015323,0.08728813559322031,0.8728813559322034,0.4820573477157547,0.3404997327174633
63,1.0,0.7,0.1,0.0,0.2,0.05,0.1,0.2966101694915254,0.2966101694915254,0.2966101694915254,0.1836158192090395,0.5508474576271186,0.44481072303269237,0.1338983050847457,0.6694915254237288,0.4933082277543494,0.09067796610169492,0.9067796610169492,0.5711204392321033,0.41483565655609494
64,1.0,0.2,0.0,0.2,0.1,0.2,0.0,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.096045197740113,0.288135593220339,0.21579615511501582,0.09830508474576269,0.4915254237288136,0.2996775100758033,0.07796610169491523,0.7796610169491526,0.3922275542720763,0.27182766659409674
65,1.0,0.5,0.3,0.1,0.05,0.0,0.0,0.2542372881355932,0.2542372881355932,0.2542372881355932,0.17231638418079093,0.5169491525423728,0.4022368330811175,0.1372881355932203,0.6864406779661016,0.47151898268348486,0.09152542372881353,0.9152542372881356,0.5457366618171261,0.39428466779418625
66,1.0,0.4,0.1,0.2,0.0,0.2,0.0,0.16101694915254236,0.16101694915254236,0.16101694915254236,0.12711864406779663,0.3813559322033898,0.28783005342010054,0.10847457627118641,0.5423728813559322,0.35346240168286286,0.07796610169491522,0.7796610169491526,0.4312114906062844,0.30541554713592833
67,1.0,0.4,0.3,0.05,0.2,0.0,0.0,0.2542372881355932,0.2542372881355932,0.2542372881355932,0.18644067796610167,0.559322033898305,0.43119029303874634,0.13389830508474573,0.6694915254237288,0.47603799642079847,0.0889830508474576,0.8898305084745762,0.5492370967592939,0.3954533228488037
68,1.0,0.2,0.2,0.1,0.1,0.1,0.05,0.07627118644067797,0.07627118644067797,0.07627118644067797,0.0847457627118644,0.2542372881355932,0.18189785003027004,0.09322033898305082,0.4661016949152542,0.2701717817686091,0.08135593220338981,0.8135593220338984,0.38082699398386954,0.25998436314859164
69,1.0,0.7,0.3,0.1,0.1,0.2,0.0,0.3050847457627119,0.3050847457627119,0.3050847457627119,0.1977401129943502,0.5932203389830508,0.47689189694310546,0.14576271186440673,0.7288135593220338,0.5315748411870527,0.09237288135593219,0.923728813559322,0.5956038912611067,0.4312297235233082
70,1.0,0.4,0.0,0.0,0.05,0.0,0.1,0.1864406779661017,0.1864406779661017,0.1864406779661017,0.13559322033898305,0.4067796610169492,0.3121442080508509,0.10508474576271183,0.5254237288135594,0.36027032505353473,0.08220338983050846,0.8220338983050848,0.4558078471775349,0.32597342447823896
71,1.0,0.2,0.1,0.1,0.1,0.2,0.05,0.06779661016949153,0.06779661016949153,0.06779661016949153,0.08192090395480227,0.2457627118644068,0.17231369957627463,0.09152542372881353,0.4576271186440678,0.26095901903358704,0.07966101694915254,0.7966101694915254,0.3697335323884427,0.25155362899132216
72,1.0,0.4,0.3,0.2,0.0,0.05,0.1,0.16101694915254236,0.16101694915254236,0.16101694915254236,0.12711864406779663,0.3813559322033898,0.28893962760290953,0.10338983050847454,0.5169491525423728,0.3443653472848034,0.08050847457627117,0.8050847457627118,0.43884612989495997,0.3101215691920496
73,1.0,0.3,0.2,0.05,0.0,0.0,0.0,0.1271186440677966,0.1271186440677966,0.1271186440677966,0.09887005649717513,0.2966101694915254,0.22517929697336858,0.09830508474576267,0.4915254237288136,0.30578223831352436,0.07881355932203388,0.788135593220339,0.402589049315656,0.2811039073734739
74,1.0,0.7,0.1,0.1,0.2,0.0,0.05,0.3135593220338983,0.3135593220338983,0.3135593220338983,0.1892655367231638,0.5677966101694916,0.4628694497578742,0.13898305084745757,0.6949152542372882,0.5153881435381097,0.09152542372881353,0.9152542372881356,0.587672967002771,0.4273522051176365
75,1.0,0.5,0.1,0.05,0.1,0.1,0.0,0.2711864406779661,0.2711864406779661,0.2711864406779661,0.17231638418079093,0.5169491525423728,0.41404013190073086,0.14067796610169486,0.7033898305084746,0.4913646596202549,0.08898305084745761,0.8898305084745762,0.5517260907808105,0.39841486623656047
76,1.0,0.5,0.1,0.0,0.2,0.0,0.05,0.2711864406779661,0.2711864406779661,0.2711864406779661,0.1779661016949152,0.5338983050847458,0.4225147081719173,0.13898305084745757,0.6949152542372882,0.48851844415365286,0.08898305084745761,0.8898305084745762,0.5513219679950851,0.39923387523895776
77,1.0,0.7,0.2,0.2,0.1,0.0,0.1,0.2457627118644068,0.2457627118644068,0.2457627118644068,0.17231638418079093,0.5169491525423728,0.4046569900423781,0.13050847457627116,0.652542372881356,0.4604540974432452,0.08983050847457626,0.8983050847457628,0.540513996284499,0.387965209434038
78,1.0,0.7,0.2,0.05,0.1,0.0,0.05,0.2627118644067797,0.2627118644067797,0.2627118644067797,0.18079096045197737,0.5423728813559322,0.4258434307203442,0.135593220338983,0.6779661016949152,0.481269150402238,0.09152542372881353,0.9152542372881356,0.5586048053006567,0.40243258581003205
79,1.0,0.3,0.3,0.1,0.2,0.05,0.1,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1327683615819209,0.3983050847457627,0.3049802145581161,0.10847457627118641,0.5423728813559322,0.36479851101756156,0.08644067796610168,0.864406779661017,0.4707421327526257,0.33097443572895574
80,1.0,0.5,0.0,0.05,0.05,0.0,0.0,0.2457627118644068,0.2457627118644068,0.2457627118644068,0.16384180790960448,0.4915254237288136,0.3852876805387446,0.12881355932203387,0.6440677966101694,0.4476416151808752,0.08898305084745761,0.8898305084745762,0.5260159937092564,0.38017904412592335
81,1.0,0.3,0.0,0.0,0.05,0.1,0.05,0.13559322033898305,0.13559322033898305,0.13559322033898305,0.11299435028248589,0.3389830508474576,0.2517125999697369,0.09830508474576267,0.4915254237288136,0.31592347320673403,0.08389830508474574,0.8389830508474576,0.42734936976208576,0.299798268117295
82,1.0,0.5,0.3,0.0,0.0,0.05,0.1,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1327683615819209,0.3983050847457627,0.3005419178268802,0.11694915254237284,0.5847457627118644,0.3771236701084576,0.0813559322033898,0.8135593220338984,0.4513440321184965,0.31994781237141723
83,1.0,0.2,0.1,0.05,0.2,0.1,0.1,0.059322033898305086,0.059322033898305086,0.059322033898305086,0.08757062146892657,0.2627118644067797,0.17987971026029473,0.09322033898305082,0.4661016949152542,0.2641324529400555,0.08220338983050847,0.8220338983050848,0.3787790690253471,0.2564427306560466
84,1.0,0.2,0.0,0.2,0.2,0.1,0.05,0.07627118644067797,0.07627118644067797,0.07627118644067797,0.09322033898305085,0.2796610169491525,0.19571928861985866,0.09491525423728811,0.4745762711864407,0.2766936176789877,0.08135593220338981,0.8135593220338984,0.3853625898589425,0.2634362284845282
85,1.0,0.5,0.2,0.0,0.05,0.1,0.1,0.2033898305084746,0.2033898305084746,0.2033898305084746,0.14406779661016947,0.4322033898305085,0.3322210745460081,0.12033898305084742,0.6016949152542372,0.40113183642940203,0.08389830508474573,0.8389830508474576,0.4782097376290649,0.34296662850915577
86,1.0,0.3,0.0,0.2,0.05,0.2,0.0,0.16101694915254236,0.16101694915254236,0.16101694915254236,0.12429378531073446,0.3728813559322034,0.2813736169188894,0.1067796610169491,0.5338983050847458,0.34849151605754497,0.08389830508474574,0.8389830508474576,0.4486130629198131,0.3167038375586578
87,1.0,0.7,0.0,0.05,0.2,0.2,0.05,0.2966101694915254,0.2966101694915254,0.2966101694915254,0.1892655367231638,0.5677966101694916,0.45772359603511464,0.14576271186440673,0.7288135593220338,0.5237273320168503,0.08983050847457626,0.8983050847457628,0.579820925854438,0.4193497534275844
88,1.0,0.3,0.2,0.0,0.1,0.2,0.0,0.1864406779661017,0.1864406779661017,0.1864406779661017,0.1610169491525423,0.4830508474576271,0.36137554309927955,0.11864406779661013,0.5932203389830508,0.40659463420030495,0.08474576271186439,0.847457627118644,0.4892980811779366,0.3466780572258371
89,1.0,0.2,0.1,0.1,0.2,0.0,0.1,0.059322033898305086,0.059322033898305086,0.059322033898305086,0.08757062146892657,0.2627118644067797,0.17987971026029473,0.08644067796610168,0.4322033898305085,0.2499046353006087,0.08389830508474574,0.8389830508474576,0.38054919389349157,0.25807922351243956
90,1.0,0.7,0.2,0.0,0.2,0.2,0.1,0.2966101694915254,0.2966101694915254,0.2966101694915254,0.1949152542372881,0.5847457627118644,0.4650885981234921,0.1338983050847457,0.6694915254237288,0.49898689748672914,0.09067796610169489,0.9067796610169492,0.5771443827807735,0.4192039238037792
91,1.0,0.3,0.0,0.2,0.2,0.05,0.1,0.15254237288135594,0.15254237288135594,0.15254237288135594,0.12429378531073446,0.3728813559322034,0.282684199697341,0.10169491525423725,0.5084745762711864,0.3395954702551281,0.08644067796610168,0.864406779661017,0.4548708554436099,0.3188093191792748
92,1.0,0.7,0.2,0.05,0.2,0.2,0.0,0.3305084745762712,0.3305084745762712,0.3305084745762712,0.20903954802259883,0.6271186440677966,0.506552913892258,0.14406779661016944,0.7203389830508474,0.5441010145951,0.09237288135593219,0.923728813559322,0.6110897885249931,0.4450961152492843
93,1.0,0.2,0.2,0.0,0.1,0.05,0.1,0.059322033898305086,0.059322033898305086,0.059322033898305086,0.07344632768361581,0.22033898305084745,0.15536454703390176,0.09152542372881353,0.4576271186440678,0.2531023319151627,0.07796610169491523,0.7796610169491526,0.35526987316254416,0.24098287368598648
94,1.0,0.4,0.1,0.1,0.1,0.2,0.0,0.22033898305084745,0.22033898305084745,0.22033898305084745,0.16949152542372875,0.5084745762711864,0.3865982633171962,0.13050847457627116,0.652542372881356,0.4449310089007485,0.08644067796610168,0.864406779661017,0.5143270661280213,0.36848904941599386
