trial_id,baseline_weight,district_weight,place_type_weight,time_weight,context_weight,target_weight,rank_weight,train_P@1,train_R@1,train_NDCG@1,train_P@3,train_R@3,train_NDCG@3,train_P@5,train_R@5,train_NDCG@5,train_P@10,train_R@10,train_NDCG@10,train_optimization_score
11,1.0,0.2,0.2,0.2,0.2,0.1,0.05,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.036723163841807904,0.11016949152542373,0.08827549385593393,0.03728813559322034,0.1864406779661017,0.1196381550364859,0.023728813559322035,0.23728813559322035,0.1366721448199958,0.09534937498078383
12,1.0,0.5,0.3,0.1,0.2,0.05,0.05,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.05367231638418079,0.16101694915254236,0.13892194288740994,0.04237288135593221,0.211864406779661,0.15970658776812016,0.023728813559322035,0.23728813559322035,0.1687627026945953,0.12530988379621572
13,1.0,0.2,0.2,0.0,0.1,0.2,0.1,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.033898305084745756,0.1016949152542373,0.07758176921912957,0.03728813559322034,0.1864406779661017,0.11185145630133991,0.023728813559322035,0.23728813559322035,0.12895696280224764,0.08996544545536293
14,1.0,0.5,0.2,0.05,0.1,0.2,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04802259887005649,0.1440677966101695,0.12308236452784603,0.04237288135593221,0.211864406779661,0.15079522436879295,0.023728813559322035,0.23728813559322035,0.15938373597794572,0.11666001380697028
15,1.0,0.5,0.3,0.2,0.0,0.2,0.0,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11238863989104166,0.03898305084745763,0.19491525423728814,0.1401014997319886,0.023728813559322035,0.23728813559322035,0.15438214747583415,0.11344053127755889
16,1.0,0.7,0.3,0.0,0.0,0.1,0.0,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11238863989104166,0.03898305084745763,0.19491525423728814,0.1401014997319886,0.023728813559322035,0.23728813559322035,0.15472742129212477,0.1135613771132606
17,1.0,0.4,0.3,0.1,0.1,0.0,0.05,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.05367231638418079,0.16101694915254236,0.13357508056900777,0.04067796610169491,0.2033898305084746,0.15108131182908624,0.023728813559322035,0.23728813559322035,0.1628108579147625,0.1209386025300539
18,1.0,0.2,0.1,0.2,0.05,0.1,0.1,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.031073446327683614,0.09322033898305085,0.07223490690072737,0.030508474576271188,0.15254237288135594,0.0966693531210426,0.023728813559322035,0.23728813559322035,0.12526814086862847,0.0874314199254889
19,1.0,0.5,0.0,0.1,0.05,0.1,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.050847457627118633,0.15254237288135594,0.1304473666162235,0.04237288135593221,0.211864406779661,0.15488181283653873,0.023728813559322035,0.23728813559322035,0.16359265394672326,0.12081675091525146
20,1.0,0.4,0.1,0.0,0.0,0.0,0.0,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11127906570823269,0.037288135593220334,0.1864406779661017,0.13571351192854794,0.023728813559322035,0.23728813559322035,0.1533581384641758,0.11291263659805474
21,1.0,0.2,0.0,0.1,0.1,0.2,0.05,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.036723163841807904,0.11016949152542373,0.08403820572034071,0.03728813559322034,0.1864406779661017,0.11540086690089268,0.023728813559322035,0.23728813559322035,0.1325063734018004,0.09177271091661884
22,1.0,0.2,0.0,0.1,0.1,0.0,0.1,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.033898305084745756,0.1016949152542373,0.07758176921912957,0.03728813559322034,0.1864406779661017,0.11185145630133991,0.023728813559322035,0.23728813559322035,0.12895696280224764,0.08996544545536293
23,1.0,0.2,0.1,0.2,0.2,0.2,0.1,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.036723163841807904,0.11016949152542373,0.08091049176755646,0.03728813559322034,0.1864406779661017,0.11227315294810843,0.02288135593220339,0.2288135593220339,0.12663371157241723,0.08675117758141947
24,1.0,0.3,0.0,0.1,0.1,0.1,0.05,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11662592802663488,0.04067796610169491,0.2033898305084746,0.14508156330552843,0.023728813559322035,0.23728813559322035,0.15649493367174333,0.11491446972296328
25,1.0,0.3,0.0,0.2,0.2,0.05,0.05,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.04519774011299435,0.13559322033898305,0.1208632161622281,0.04067796610169491,0.2033898305084746,0.14931885144112164,0.023728813559322035,0.23728813559322035,0.16073222180733657,0.11851616463821753
26,1.0,0.4,0.2,0.2,0.0,0.05,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11127906570823269,0.037288135593220334,0.1864406779661017,0.13571351192854794,0.023728813559322035,0.23728813559322035,0.15289053514685344,0.11274897543699193
27,1.0,0.5,0.0,0.2,0.05,0.05,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11662592802663488,0.037288135593220334,0.1864406779661017,0.1374105729073451,0.023728813559322035,0.23728813559322035,0.15486135322454342,0.11400373351559585
28,1.0,0.2,0.0,0.1,0.05,0.0,0.0,0.07627118644067797,0.07627118644067797,0.07627118644067797,0.036723163841807904,0.11016949152542373,0.09654906153147774,0.03898305084745763,0.19491525423728814,0.1311901363326614,0.023728813559322035,0.23728813559322035,0.14527693785807744,0.10488647627292597
29,1.0,0.4,0.3,0.2,0.2,0.1,0.0,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.05367231638418079,0.16101694915254236,0.13781236870460098,0.04067796610169491,0.2033898305084746,0.15531859996467945,0.023728813559322035,0.23728813559322035,0.1670481460503557,0.12454029744530812
30,1.0,0.3,0.0,0.0,0.2,0.2,0.05,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.04519774011299435,0.13559322033898305,0.1208632161622281,0.04067796610169491,0.2033898305084746,0.14931885144112164,0.023728813559322035,0.23728813559322035,0.16073222180733657,0.11851616463821753
31,1.0,0.5,0.3,0.05,0.0,0.05,0.05,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11238863989104166,0.03898305084745763,0.19491525423728814,0.1401014997319886,0.023728813559322035,0.23728813559322035,0.15453357507369522,0.11349353093681026
32,1.0,0.5,0.1,0.2,0.05,0.2,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.050847457627118633,0.15254237288135594,0.1304473666162235,0.04237288135593221,0.211864406779661,0.15488181283653873,0.023728813559322035,0.23728813559322035,0.16347032444569148,0.12077393558989033
33,1.0,0.5,0.2,0.2,0.2,0.05,0.05,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.05367231638418079,0.16101694915254236,0.13892194288740994,0.04237288135593221,0.211864406779661,0.15970658776812016,0.023728813559322035,0.23728813559322035,0.1684174288783047,0.12518903796051398
34,1.0,0.4,0.3,0.1,0.1,0.0,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.05367231638418079,0.16101694915254236,0.13468465475181673,0.04067796610169491,0.2033898305084746,0.1521908860118952,0.023728813559322035,0.23728813559322035,0.16392043209757146,0.12132695349403702
35,1.0,0.4,0.0,0.2,0.2,0.0,0.1,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.05367231638418079,0.16101694915254236,0.13468465475181673,0.04067796610169491,0.2033898305084746,0.1521908860118952,0.023728813559322035,0.23728813559322035,0.16379810259653965,0.12128413816867589
36,1.0,0.3,0.0,0.1,0.2,0.0,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11773550220944384,0.04067796610169491,0.2033898305084746,0.1461911374883374,0.023728813559322035,0.23728813559322035,0.1576045078545523,0.11530282068694642
37,1.0,0.4,0.1,0.1,0.05,0.05,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.050847457627118633,0.15254237288135594,0.12933779243341453,0.04067796610169491,0.2033898305084746,0.15049382503309805,0.023728813559322035,0.23728813559322035,0.16210104161774253,0.12012519507468447
38,1.0,0.5,0.0,0.1,0.05,0.0,0.05,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11662592802663488,0.04067796610169491,0.2033898305084746,0.1443387878675818,0.023728813559322035,0.23728813559322035,0.15621976155111914,0.11481815948074481
39,1.0,0.3,0.1,0.2,0.1,0.2,0.1,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.03954802259887005,0.11864406779661017,0.10502363780266417,0.04067796610169491,0.2033898305084746,0.14040748804179448,0.023728813559322035,0.23728813559322035,0.15182085840800938,0.11002995581003493
40,1.0,0.7,0.1,0.05,0.0,0.05,0.0,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11238863989104166,0.03898305084745763,0.19491525423728814,0.1401014997319886,0.023728813559322035,0.23728813559322035,0.15472742129212477,0.1135613771132606
41,1.0,0.7,0.2,0.1,0.0,0.1,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11238863989104166,0.03898305084745763,0.19491525423728814,0.1401014997319886,0.023728813559322035,0.23728813559322035,0.15472742129212477,0.1135613771132606
42,1.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.033898305084745756,0.1016949152542373,0.07758176921912957,0.03728813559322034,0.1864406779661017,0.11185145630133991,0.023728813559322035,0.23728813559322035,0.12895696280224764,0.08996544545536293
43,1.0,0.7,0.0,0.0,0.2,0.0,0.0,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.05367231638418079,0.16101694915254236,0.13892194288740994,0.04237288135593221,0.211864406779661,0.15970658776812016,0.023728813559322035,0.23728813559322035,0.1687627026945953,0.12530988379621572
44,1.0,0.7,0.1,0.0,0.2,0.0,0.0,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.05367231638418079,0.16101694915254236,0.13892194288740994,0.04406779661016949,0.22033898305084745,0.16298500138875185,0.023728813559322035,0.23728813559322035,0.16902241133973528,0.12557027334743842
45,1.0,0.2,0.3,0.05,0.1,0.05,0.1,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.033898305084745756,0.1016949152542373,0.07758176921912957,0.03728813559322034,0.1864406779661017,0.11185145630133991,0.023728813559322035,0.23728813559322035,0.12907929230327939,0.09000826078072405
46,1.0,0.5,0.2,0.2,0.1,0.05,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.05367231638418079,0.16101694915254236,0.1357942289346257,0.04237288135593221,0.211864406779661,0.15657887381533586,0.023728813559322035,0.23728813559322035,0.16528971492552041,0.12197569400924288
47,1.0,0.4,0.1,0.0,0.0,0.05,0.0,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11127906570823269,0.037288135593220334,0.1864406779661017,0.13571351192854794,0.023728813559322035,0.23728813559322035,0.1530128646478852,0.11279179076235303
48,1.0,0.3,0.3,0.05,0.0,0.0,0.05,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.033898305084745756,0.1016949152542373,0.09432991316585981,0.037288135593220334,0.1864406779661017,0.1297137634049901,0.023728813559322035,0.23728813559322035,0.14669694040486608,0.10676765795526245
49,1.0,0.3,0.1,0.2,0.1,0.2,0.05,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11662592802663488,0.04067796610169491,0.2033898305084746,0.14508156330552843,0.023728813559322035,0.23728813559322035,0.15649493367174333,0.11491446972296328
50,1.0,0.2,0.3,0.05,0.05,0.0,0.0,0.07627118644067797,0.07627118644067797,0.07627118644067797,0.036723163841807904,0.11016949152542373,0.09654906153147774,0.03898305084745763,0.19491525423728814,0.1311901363326614,0.023728813559322035,0.23728813559322035,0.14527693785807744,0.10488647627292597
51,1.0,0.3,0.0,0.1,0.05,0.05,0.1,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.036723163841807904,0.11016949152542373,0.09856720130145304,0.03559322033898305,0.17796610169491525,0.1270228365803466,0.023728813559322035,0.23728813559322035,0.1472984756546071,0.10737367551866052
52,1.0,0.7,0.0,0.05,0.0,0.1,0.05,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11238863989104166,0.03898305084745763,0.19491525423728814,0.1401014997319886,0.023728813559322035,0.23728813559322035,0.15472742129212477,0.1135613771132606
53,1.0,0.3,0.3,0.0,0.1,0.2,0.05,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11662592802663488,0.04067796610169491,0.2033898305084746,0.14508156330552843,0.023728813559322035,0.23728813559322035,0.15649493367174333,0.11491446972296328
54,1.0,0.2,0.2,0.0,0.1,0.2,0.05,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.036723163841807904,0.11016949152542373,0.08403820572034071,0.03728813559322034,0.1864406779661017,0.11540086690089268,0.023728813559322035,0.23728813559322035,0.1325063734018004,0.09177271091661884
55,1.0,0.2,0.1,0.2,0.2,0.1,0.05,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.036723163841807904,0.11016949152542373,0.08827549385593393,0.03728813559322034,0.1864406779661017,0.1196381550364859,0.023728813559322035,0.23728813559322035,0.13654981531896404,0.09530655965542272
56,1.0,0.4,0.0,0.0,0.05,0.1,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11551635384382591,0.03559322033898305,0.17796610169491525,0.13302258510390438,0.023728813559322035,0.23728813559322035,0.15349207039659446,0.11335499300039
57,1.0,0.2,0.2,0.0,0.05,0.0,0.0,0.07627118644067797,0.07627118644067797,0.07627118644067797,0.036723163841807904,0.11016949152542373,0.09654906153147774,0.03898305084745763,0.19491525423728814,0.1311901363326614,0.023728813559322035,0.23728813559322035,0.14539926735910919,0.10492929159828708
58,1.0,0.3,0.3,0.1,0.1,0.1,0.0,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04802259887005649,0.1440677966101695,0.12197279034503707,0.04067796610169491,0.2033898305084746,0.14677862428432562,0.023728813559322035,0.23728813559322035,0.15850817037000184,0.11618407431876618
59,1.0,0.7,0.2,0.0,0.05,0.05,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.050847457627118633,0.15254237288135594,0.1304473666162235,0.04237288135593221,0.211864406779661,0.15488181283653873,0.023728813559322035,0.23728813559322035,0.16393792776301389,0.12093759675095317
60,1.0,0.3,0.3,0.05,0.05,0.05,0.05,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.036723163841807904,0.11016949152542373,0.09856720130145304,0.03898305084745763,0.19491525423728814,0.13395105154058334,0.023728813559322035,0.23728813559322035,0.14838312688228997,0.10809228649919696
61,1.0,0.5,0.0,0.2,0.1,0.0,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.05367231638418079,0.16101694915254236,0.1357942289346257,0.04237288135593221,0.211864406779661,0.15657887381533586,0.023728813559322035,0.23728813559322035,0.16528971492552041,0.12197569400924288
62,1.0,0.3,0.1,0.1,0.1,0.05,0.0,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04802259887005649,0.1440677966101695,0.12197279034503707,0.04067796610169491,0.2033898305084746,0.14677862428432562,0.023728813559322035,0.23728813559322035,0.15838584086897006,0.11614125899340505
63,1.0,0.7,0.1,0.0,0.2,0.05,0.1,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.05367231638418079,0.16101694915254236,0.1357942289346257,0.04237288135593221,0.211864406779661,0.15657887381533586,0.023728813559322035,0.23728813559322035,0.165634988741811,0.12209653984494459
64,1.0,0.2,0.0,0.2,0.1,0.2,0.0,0.07627118644067797,0.07627118644067797,0.07627118644067797,0.036723163841807904,0.11016949152542373,0.0976586357142867,0.03898305084745763,0.19491525423728814,0.13267109823444367,0.02288135593220339,0.2288135593220339,0.14420679810169038,0.10366446973107185
65,1.0,0.5,0.3,0.1,0.05,0.0,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.050847457627118633,0.15254237288135594,0.1304473666162235,0.04237288135593221,0.211864406779661,0.15488181283653873,0.023728813559322035,0.23728813559322035,0.16393792776301389,0.12093759675095317
66,1.0,0.4,0.1,0.2,0.0,0.2,0.0,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11127906570823269,0.037288135593220334,0.1864406779661017,0.13571351192854794,0.023728813559322035,0.23728813559322035,0.15289053514685344,0.11274897543699193
67,1.0,0.4,0.3,0.05,0.2,0.0,0.0,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.05367231638418079,0.16101694915254236,0.13781236870460098,0.04067796610169491,0.2033898305084746,0.15531859996467945,0.023728813559322035,0.23728813559322035,0.16739341986664633,0.12466114328100983
68,1.0,0.2,0.2,0.1,0.1,0.1,0.05,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.036723163841807904,0.11016949152542373,0.08403820572034071,0.03728813559322034,0.1864406779661017,0.11540086690089268,0.023728813559322035,0.23728813559322035,0.1325063734018004,0.09177271091661884
69,1.0,0.7,0.3,0.1,0.1,0.2,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.05367231638418079,0.16101694915254236,0.1357942289346257,0.04237288135593221,0.211864406779661,0.15657887381533586,0.023728813559322035,0.23728813559322035,0.165634988741811,0.12209653984494459
70,1.0,0.4,0.0,0.0,0.05,0.0,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11551635384382591,0.03559322033898305,0.17796610169491525,0.13302258510390438,0.023728813559322035,0.23728813559322035,0.15376582749548726,0.11345080798500247
71,1.0,0.2,0.1,0.1,0.1,0.2,0.05,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.036723163841807904,0.11016949152542373,0.08403820572034071,0.03728813559322034,0.1864406779661017,0.11540086690089268,0.023728813559322035,0.23728813559322035,0.1325063734018004,0.09177271091661884
72,1.0,0.4,0.3,0.2,0.0,0.05,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11127906570823269,0.037288135593220334,0.1864406779661017,0.13571351192854794,0.023728813559322035,0.23728813559322035,0.1530128646478852,0.11279179076235303
73,1.0,0.3,0.2,0.05,0.0,0.0,0.0,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.036723163841807904,0.11016949152542373,0.09856720130145304,0.037288135593220334,0.1864406779661017,0.1303012502009783,0.023728813559322035,0.23728813559322035,0.14747827341928382,0.10760609626172109
74,1.0,0.7,0.1,0.1,0.2,0.0,0.05,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.05367231638418079,0.16101694915254236,0.13892194288740994,0.04237288135593221,0.211864406779661,0.15970658776812016,0.023728813559322035,0.23728813559322035,0.1687627026945953,0.12530988379621572
75,1.0,0.5,0.1,0.05,0.1,0.1,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.05367231638418079,0.16101694915254236,0.1357942289346257,0.04237288135593221,0.211864406779661,0.15657887381533586,0.023728813559322035,0.23728813559322035,0.16544114252338146,0.12202869366849425
76,1.0,0.5,0.1,0.0,0.2,0.0,0.05,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.05367231638418079,0.16101694915254236,0.13892194288740994,0.04237288135593221,0.211864406779661,0.15970658776812016,0.023728813559322035,0.23728813559322035,0.1687627026945953,0.12530988379621572
77,1.0,0.7,0.2,0.2,0.1,0.0,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04802259887005649,0.1440677966101695,0.12308236452784603,0.04237288135593221,0.211864406779661,0.15079522436879295,0.023728813559322035,0.23728813559322035,0.15985133929526812,0.11682367496803311
78,1.0,0.7,0.2,0.05,0.1,0.0,0.05,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.05367231638418079,0.16101694915254236,0.13468465475181673,0.04237288135593221,0.211864406779661,0.15546929963252692,0.023728813559322035,0.23728813559322035,0.16452541455900208,0.12170818888096147
79,1.0,0.3,0.3,0.1,0.2,0.05,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11773550220944384,0.04067796610169491,0.2033898305084746,0.1461911374883374,0.023728813559322035,0.23728813559322035,0.1577268373555841,0.11534563601230755
80,1.0,0.5,0.0,0.05,0.05,0.0,0.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.050847457627118633,0.15254237288135594,0.1304473666162235,0.04237288135593221,0.211864406779661,0.15488181283653873,0.023728813559322035,0.23728813559322035,0.1637440815445843,0.1208697505745028
81,1.0,0.3,0.0,0.0,0.05,0.1,0.05,0.0847457627118644,0.0847457627118644,0.0847457627118644,0.036723163841807904,0.11016949152542373,0.09856720130145304,0.03898305084745763,0.19491525423728814,0.13395105154058334,0.023728813559322035,0.23728813559322035,0.14838312688228997,0.10809228649919696
82,1.0,0.5,0.3,0.0,0.0,0.05,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.042372881355932195,0.1271186440677966,0.11238863989104166,0.03898305084745763,0.19491525423728814,0.1401014997319886,0.023728813559322035,0.23728813559322035,0.15453357507369522,0.11349353093681026
83,1.0,0.2,0.1,0.05,0.2,0.1,0.1,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.036723163841807904,0.11016949152542373,0.08091049176755646,0.03728813559322034,0.1864406779661017,0.11227315294810843,0.023728813559322035,0.23728813559322035,0.12918481323058656,0.08849152078889738
84,1.0,0.2,0.0,0.2,0.2,0.1,0.05,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.036723163841807904,0.11016949152542373,0.08827549385593393,0.03728813559322034,0.1864406779661017,0.1196381550364859,0.023728813559322035,0.23728813559322035,0.13654981531896404,0.09530655965542272
85,1.0,0.5,0.2,0.0,0.05,0.1,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11662592802663488,0.037288135593220334,0.1864406779661017,0.1374105729073451,0.023728813559322035,0.23728813559322035,0.15513511032343624,0.11409954850020833
86,1.0,0.3,0.0,0.2,0.05,0.2,0.0,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11662592802663488,0.04067796610169491,0.2033898305084746,0.14508156330552846,0.023728813559322035,0.23728813559322035,0.1566887798901729,0.11498231589941363
87,1.0,0.7,0.0,0.05,0.2,0.2,0.05,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.05367231638418079,0.16101694915254236,0.13892194288740994,0.04237288135593221,0.211864406779661,0.15970658776812016,0.023728813559322035,0.23728813559322035,0.16856885647616573,0.12524203761976535
88,1.0,0.3,0.2,0.0,0.1,0.2,0.0,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04802259887005649,0.1440677966101695,0.12197279034503707,0.04067796610169491,0.2033898305084746,0.14677862428432562,0.023728813559322035,0.23728813559322035,0.15838584086897006,0.11614125899340505
89,1.0,0.2,0.1,0.1,0.2,0.0,0.1,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.036723163841807904,0.11016949152542373,0.08091049176755646,0.03728813559322034,0.1864406779661017,0.11227315294810843,0.023728813559322035,0.23728813559322035,0.12918481323058656,0.08849152078889738
90,1.0,0.7,0.2,0.0,0.2,0.2,0.1,0.1016949152542373,0.1016949152542373,0.1016949152542373,0.05367231638418079,0.16101694915254236,0.1357942289346257,0.04237288135593221,0.211864406779661,0.15657887381533586,0.023728813559322035,0.23728813559322035,0.165634988741811,0.12209653984494459
91,1.0,0.3,0.0,0.2,0.2,0.05,0.1,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.04519774011299435,0.13559322033898305,0.11773550220944384,0.04067796610169491,0.2033898305084746,0.1461911374883374,0.023728813559322035,0.23728813559322035,0.1576045078545523,0.11530282068694642
92,1.0,0.7,0.2,0.05,0.2,0.2,0.0,0.11016949152542373,0.11016949152542373,0.11016949152542373,0.05367231638418079,0.16101694915254236,0.13892194288740994,0.04237288135593221,0.211864406779661,0.15970658776812016,0.023728813559322035,0.23728813559322035,0.1687627026945953,0.12530988379621572
93,1.0,0.2,0.2,0.0,0.1,0.05,0.1,0.0423728813559322,0.0423728813559322,0.0423728813559322,0.033898305084745756,0.1016949152542373,0.07758176921912957,0.03728813559322034,0.1864406779661017,0.11185145630133991,0.023728813559322035,0.23728813559322035,0.12895696280224764,0.08996544545536293
